time (in 10s), voltage_device (mV), voltage_esp (mV)
146, 561.991692, 573
147, 562.45172, 581
148, 561.00595, 566
149, 561.278284, 558
150, 562.134504, 556
151, 562.01601, 553
152, 562.639296, 586
153, 561.711073, 553
154, 562.271118, 545
155, 562.749982, 556
156, 561.954975, 559
157, 562.92814, 566
158, 562.733531, 570
159, 562.267184, 560
160, 562.728584, 568
161, 562.353194, 574
162, 562.589467, 552
163, 562.360406, 577
164, 562.267721, 554
165, 562.989891, 561
166, 562.166333, 554
167, 562.00403, 553
168, 562.320292, 549
169, 562.30098, 566
170, 562.301517, 550
171, 562.122345, 563
172, 561.879575, 567
173, 561.521053, 568
174, 561.334312, 573
175, 561.531842, 568
176, 561.482251, 560
177, 560.90188, 561
178, 561.006963, 556
179, 560.976207, 546
180, 561.489701, 553
181, 562.043369, 563
182, 561.230838, 561
183, 561.128438, 574
184, 561.35267, 570
185, 561.502218, 560
186, 561.456978, 554
187, 561.417162, 567
188, 562.178016, 557
189, 561.912119, 546
190, 561.653018, 569
191, 562.118888, 566
192, 561.832905, 565
193, 561.814547, 569
194, 561.304688, 562
195, 561.118722, 568
196, 561.639488, 573
197, 561.403513, 572
198, 561.592638, 567
199, 561.875641, 570
200, 561.736524, 562
201, 562.39289, 550
202, 561.298311, 555
203, 561.766446, 550
204, 562.769353, 560
205, 561.426878, 562
206, 562.942266, 567
207, 563.065112, 577
208, 562.74581, 570
209, 562.863171, 564
210, 562.150598, 567
211, 562.767923, 564
212, 562.743962, 561
213, 562.576652, 544
214, 562.753022, 570
215, 561.942875, 569
216, 562.469661, 566
217, 562.457919, 573
218, 562.144578, 567
219, 562.543988, 557
220, 562.083423, 571
221, 562.464237, 566
222, 562.030971, 545
223, 561.899364, 551
224, 562.628269, 568
225, 561.948359, 562
226, 561.519265, 571
227, 561.270952, 568
228, 561.28794, 575
229, 561.805129, 569
230, 561.66482, 566
231, 561.793864, 563
232, 561.731219, 561
233, 561.418712, 565
234, 562.12908, 554
235, 561.856627, 554
236, 561.906874, 561
237, 562.067807, 555
238, 561.696112, 563
239, 562.346697, 570
240, 562.225163, 559
241, 561.965525, 575
242, 562.94173, 569
243, 562.346816, 572
244, 562.446952, 561
245, 563.445449, 562
246, 562.136531, 558
247, 562.639832, 555
248, 562.260628, 571
249, 561.262488, 547
250, 561.921418, 564
251, 562.326074, 571
252, 561.707318, 556
253, 561.864018, 554
254, 562.131047, 572
255, 561.882973, 571
256, 561.855197, 564
257, 561.375439, 564
258, 561.870515, 546
259, 562.056124, 553
260, 561.902523, 562
261, 562.942028, 558
262, 562.684596, 556
263, 562.743902, 563
264, 563.091159, 564
265, 562.667012, 583
266, 563.345075, 563
267, 562.938154, 577
268, 563.26282, 570
269, 563.682675, 570
270, 562.89649, 594
271, 563.630104, 558
272, 563.064635, 564
273, 562.749743, 553
274, 563.689709, 551
275, 562.803149, 556
276, 562.932551, 566
277, 562.767148, 562
278, 561.397851, 573
279, 561.689854, 562
280, 561.420083, 567
281, 560.882986, 570
282, 561.052382, 569
283, 561.964452, 563
284, 562.983096, 563
285, 562.469661, 555
286, 562.9884, 562
287, 563.425899, 556
288, 563.023508, 556
289, 563.673913, 556
290, 562.883973, 564
291, 562.516451, 563
292, 562.566638, 568
293, 561.689913, 564
294, 561.933815, 602
295, 561.761975, 568
296, 562.432289, 551
297, 563.581944, 568
298, 562.674582, 555
299, 563.385367, 562
300, 563.175559, 561
301, 563.379884, 574
302, 563.728154, 573
303, 562.805176, 556
304, 563.094437, 573
305, 562.482893, 565
306, 561.990798, 587
307, 561.545908, 579
308, 560.783148, 557
309, 561.287165, 565
310, 561.779022, 564
311, 562.508941, 557
312, 563.20703, 563
313, 563.339174, 551
314, 563.895524, 546
315, 563.821316, 559
316, 563.199997, 562
317, 563.135028, 569
318, 563.031971, 561
319, 563.09247, 591
320, 562.431216, 556
321, 562.16234, 578
322, 561.91957, 562
323, 562.134326, 561
324, 562.853813, 566
325, 562.679231, 562
326, 563.240707, 558
327, 563.492596, 557
328, 563.209951, 548
329, 563.17997, 559
330, 563.128948, 568
331, 563.201189, 566
332, 562.623084, 560
333, 562.779367, 566
334, 562.792599, 553
335, 562.24066, 550
336, 562.408984, 560
337, 563.049436, 564
338, 563.422918, 560
339, 563.322365, 551
340, 563.804984, 558
341, 563.953459, 550
342, 564.250529, 562
343, 564.239979, 565
344, 563.270509, 579
345, 563.835263, 560
346, 563.462257, 566
347, 562.441528, 578
348, 561.856985, 566
349, 561.356723, 562
350, 562.519848, 564
351, 563.468277, 572
352, 563.451171, 567
353, 563.446999, 549
354, 563.904524, 555
355, 563.591838, 558
356, 563.888729, 559
357, 563.295305, 566
358, 562.966883, 572
359, 562.58893, 582
360, 562.049985, 567
361, 562.01005, 575
362, 561.359644, 568
363, 561.542928, 566
364, 562.133014, 560
365, 561.879277, 565
366, 562.924743, 553
367, 562.449455, 553
368, 562.568605, 564
369, 563.60662, 561
370, 562.915504, 554
371, 563.037932, 540
372, 562.288344, 565
373, 561.955869, 570
374, 562.342346, 569
375, 562.169254, 570
376, 562.560737, 560
377, 562.386394, 571
378, 563.170552, 559
379, 563.638926, 554
380, 563.663483, 554
381, 564.04078, 559
382, 563.55685, 563
383, 564.070523, 562
384, 563.714564, 565
385, 562.74873, 567
386, 562.260449, 570
387, 562.307894, 562
388, 562.627792, 564
389, 561.443031, 563
390, 561.517954, 554
391, 561.92106, 553
392, 561.716557, 567
393, 563.030243, 566
394, 563.259721, 563
395, 563.115239, 569
396, 563.515961, 571
397, 564.095259, 564
398, 564.488709, 561
399, 564.039767, 567
400, 563.729048, 555
401, 563.6397, 555
402, 563.203335, 556
403, 563.49057, 549
404, 563.032627, 555
405, 562.784433, 560
406, 563.187599, 558
407, 563.404083, 582
408, 564.450204, 561
409, 564.159811, 566
410, 564.20809, 573
411, 564.468026, 565
412, 564.620495, 578
413, 565.098226, 579
414, 564.813375, 547
415, 564.353645, 566
416, 563.96842, 566
417, 562.468052, 548
418, 562.801898, 550
419, 563.073754, 561
420, 562.691987, 552
421, 563.494563, 580
422, 564.254642, 561
423, 564.384878, 568
424, 564.187646, 572
425, 564.350963, 567
426, 564.611793, 560
427, 564.439416, 544
428, 564.536154, 552
429, 564.129055, 550
430, 563.771904, 557
431, 564.046025, 549
432, 563.168943, 553
433, 563.15738, 564
434, 563.586712, 567
435, 563.790977, 571
436, 564.623654, 567
437, 564.539194, 561
438, 564.600468, 586
439, 564.696491, 578
440, 565.11718, 540
441, 565.499663, 564
442, 564.747512, 553
443, 564.60917, 556
444, 564.134777, 564
445, 564.099729, 570
446, 565.210402, 559
447, 565.011621, 568
448, 565.465331, 568
449, 568.648875, 568
450, 570.6743, 565
451, 571.745753, 553
452, 572.495699, 560
453, 573.130488, 557
454, 573.433816, 556
455, 572.296262, 552
456, 571.997881, 558
457, 572.044432, 561
458, 572.629869, 567
459, 572.199583, 569
460, 571.134508, 573
461, 571.337104, 563
462, 571.588755, 552
463, 572.619557, 559
464, 572.679639, 549
465, 571.724296, 556
466, 572.034657, 560
467, 571.567953, 564
468, 571.450114, 555
469, 570.794582, 565
470, 570.988297, 565
471, 571.429074, 578
472, 571.111023, 561
473, 571.833193, 557
474, 572.388828, 571
475, 572.427273, 563
476, 573.244452, 568
477, 572.932601, 561
478, 572.42626, 552
479, 572.396398, 562
480, 571.798682, 550
481, 572.21663, 567
482, 572.064877, 567
483, 570.821583, 556
484, 570.038915, 570
485, 570.51456, 572
486, 570.383132, 567
487, 570.777833, 559
488, 569.832683, 562
489, 569.796264, 553
490, 571.069121, 556
491, 571.108818, 555
492, 571.837485, 551
493, 571.707249, 549
494, 571.501315, 550
495, 571.566522, 561
496, 571.218193, 561
497, 571.731031, 571
498, 570.667207, 565
499, 569.842458, 571
500, 569.418848, 570
501, 568.759918, 567
502, 569.297314, 560
503, 569.909334, 553
504, 570.439577, 568
505, 570.124149, 553
506, 570.390522, 557
507, 571.083784, 559
508, 571.414709, 566
509, 570.7376, 571
510, 570.27477, 572
511, 569.573224, 572
512, 569.583833, 560
513, 570.604265, 561
514, 570.223212, 565
515, 570.234537, 548
516, 569.488049, 556
517, 569.587231, 555
518, 570.843399, 556
519, 570.327699, 556
520, 571.276069, 572
521, 571.612775, 569
522, 570.3848, 569
523, 571.396887, 571
524, 570.936143, 563
525, 570.56427, 541
526, 571.043849, 552
527, 569.016099, 554
528, 569.943607, 559
529, 569.429934, 562
530, 570.337832, 566
531, 571.387649, 562
532, 570.184588, 556
533, 571.04212, 577
534, 569.999337, 572
535, 570.723236, 566
536, 571.052194, 554
537, 570.820391, 565
538, 571.230829, 566
539, 568.994403, 558
540, 569.772184, 551
541, 569.587648, 559
542, 568.683028, 560
543, 570.020914, 565
544, 568.975329, 569
545, 569.929719, 567
546, 570.748329, 564
547, 569.547892, 562
548, 570.237339, 586
549, 569.412589, 539
550, 569.391847, 552
551, 570.160866, 552
552, 569.553912, 555
553, 570.706964, 551
554, 569.411635, 556
555, 569.084704, 564
556, 570.301175, 572
557, 570.200622, 566
558, 570.26422, 561
559, 570.110083, 566
560, 570.124567, 558
561, 569.791675, 552
562, 570.020497, 553
563, 570.156097, 544
564, 570.017755, 553
565, 569.571733, 551
566, 568.691313, 564
567, 568.446994, 551
568, 569.016039, 559
569, 568.731248, 575
570, 568.250597, 566
571, 568.387926, 576
572, 568.620384, 569
573, 568.592072, 568
574, 568.635821, 556
575, 568.71599, 538
576, 568.477452, 595
577, 568.589985, 564
578, 568.033814, 549
579, 567.492366, 553
580, 567.510724, 555
581, 567.068279, 563
582, 567.579269, 563
583, 566.949189, 544
584, 567.225754, 565
585, 568.366587, 563
586, 568.038821, 564
587, 569.124103, 562
588, 568.544924, 561
589, 568.816304, 551
590, 570.473909, 558
591, 569.518328, 556
592, 569.652081, 554
593, 569.190383, 563
594, 567.935348, 568
595, 568.957031, 571
596, 568.038821, 579
597, 568.745017, 569
598, 568.904817, 561
599, 568.12036, 562
600, 569.369912, 560
601, 567.709208, 553
602, 568.346202, 555
603, 569.657922, 559
604, 568.389416, 552
605, 569.434762, 569
606, 568.689823, 573
607, 569.581091, 571
608, 570.154548, 569
609, 569.114923, 560
610, 569.903195, 561
611, 568.233609, 565
612, 568.292975, 565
613, 569.899201, 545
614, 568.3887, 562
615, 569.001794, 558
616, 568.482518, 560
617, 568.719327, 559
618, 570.183456, 566
619, 568.933606, 573
620, 570.635736, 575
621, 569.889665, 570
622, 569.1517, 573
623, 570.515931, 566
624, 569.627166, 562
625, 570.240617, 561
626, 569.9507, 549
627, 569.235861, 560
628, 569.542706, 567
629, 568.243861, 562
630, 568.893969, 566
631, 569.20284, 560
632, 568.35568, 573
633, 568.463266, 565
634, 569.024444, 563
635, 569.390416, 553
636, 569.495916, 548
637, 569.860041, 547
638, 569.986582, 549
639, 569.693029, 565
640, 569.398999, 553
641, 568.683505, 562
642, 569.034517, 566
643, 568.897128, 566
644, 567.989349, 568
645, 568.092048, 575
646, 568.168223, 570
647, 569.290221, 564
648, 569.001198, 559
649, 568.935454, 557
650, 569.943786, 562
651, 569.623947, 549
652, 570.958376, 552
653, 570.36072, 562
654, 569.203496, 563
655, 569.314063, 560
656, 568.75062, 561
657, 568.744004, 566
658, 568.453789, 560
659, 568.400562, 571
660, 568.099618, 573
661, 568.544567, 568
662, 569.588006, 559
663, 569.426954, 561
664, 570.070088, 573
665, 571.011722, 552
666, 570.178568, 551
667, 570.652068, 560
668, 570.441902, 565
669, 569.92507, 570
670, 570.38784, 572
671, 569.29034, 558
672, 569.462478, 560
673, 568.550646, 559
674, 568.411469, 555
675, 570.09542, 550
676, 569.528341, 559
677, 569.414854, 565
678, 569.300711, 574
679, 569.357157, 574
680, 569.993377, 572
681, 568.819284, 565
682, 568.844438, 557
683, 568.37368, 565
684, 566.90532, 549
685, 568.088412, 557
686, 567.836583, 552
687, 567.672253, 559
688, 568.575442, 557
689, 567.601681, 576
690, 568.655908, 562
691, 568.986356, 566
692, 569.478214, 575
693, 569.776058, 573
694, 568.714321, 566
695, 569.106996, 573
696, 568.15064, 559
697, 567.962646, 566
698, 568.346858, 544
699, 567.308486, 560
700, 567.265093, 565
701, 567.662358, 563
702, 567.94548, 569
703, 568.736732, 572
704, 568.599105, 572
705, 568.510771, 572
706, 568.862021, 553
707, 568.709493, 565
708, 568.906248, 570
709, 568.159759, 552
710, 567.845106, 553
711, 567.611873, 557
712, 567.161798, 574
713, 567.111731, 566
714, 567.117631, 572
715, 568.010867, 561
716, 567.987859, 576
717, 568.492532, 570
718, 568.316638, 572
719, 568.53205, 561
720, 568.462849, 566
721, 568.533719, 559
722, 568.191528, 559
723, 567.123592, 568
724, 567.180336, 560
725, 567.334771, 561
726, 566.787243, 564
727, 566.532314, 566
728, 566.178918, 556
729, 566.005349, 568
730, 566.448867, 570
731, 566.567361, 559
732, 566.853881, 561
733, 566.30218, 560
734, 565.815389, 549
735, 566.138089, 553
736, 566.681445, 567
737, 565.964222, 566
738, 565.559208, 572
739, 565.480888, 569
740, 565.471172, 579
741, 565.195739, 565
742, 565.631449, 570
743, 566.300213, 562
744, 566.795468, 557
745, 567.673683, 559
746, 566.771626, 546
747, 566.88869, 556
748, 566.179514, 561
749, 565.484941, 564
750, 565.894127, 575
751, 564.789832, 573
752, 564.818919, 566
753, 565.18364, 559
754, 564.783633, 558
755, 565.788686, 560
756, 565.617621, 555
757, 565.848827, 550
758, 567.666471, 567
759, 566.699147, 573
760, 566.870689, 571
761, 566.62029, 576
762, 566.405237, 567
763, 567.566633, 564
764, 566.208482, 567
765, 566.17564, 553
766, 566.047549, 558
767, 565.366328, 566
768, 566.140711, 558
769, 565.273941, 555
770, 566.340566, 556
771, 566.534698, 553
772, 565.444708, 572
773, 566.334307, 566
774, 565.680742, 563
775, 566.389561, 573
776, 566.081822, 571
777, 564.751685, 559
778, 565.380812, 564
779, 563.827217, 565
780, 564.497888, 563
781, 564.763725, 539
782, 563.97301, 560
783, 565.041959, 553
784, 565.03284, 566
785, 565.41568, 542
786, 565.296829, 567
787, 565.006196, 569
788, 565.588951, 557
789, 565.063298, 575
790, 564.645767, 572
791, 565.151453, 558
792, 565.279961, 572
793, 565.05233, 558
794, 564.962208, 555
795, 564.765632, 552
796, 564.324141, 554
797, 564.079642, 562
798, 564.08906, 568
