time (in 10s), voltage_device (mV), voltage_esp (mV)
93, 485.594094, 483
94, 485.539943, 490
95, 485.942185, 492
96, 485.831618, 495
97, 486.290097, 493
98, 486.142129, 498
99, 486.413568, 495
100, 486.312717, 489
101, 485.617012, 487
102, 486.387551, 485
103, 486.573249, 492
104, 485.797316, 483
105, 486.417711, 493
106, 486.232221, 476
107, 485.874385, 486
108, 486.063987, 489
109, 485.82074, 477
110, 486.026108, 501
111, 485.240161, 481
112, 485.145837, 481
113, 485.382825, 482
114, 484.985083, 498
115, 485.293001, 476
116, 485.488743, 492
117, 485.416591, 496
118, 485.615104, 486
119, 486.079484, 486
120, 485.759944, 497
121, 485.840201, 495
122, 486.321211, 490
123, 486.560106, 486
124, 486.61983, 476
125, 486.686677, 485
126, 486.335516, 486
127, 486.29275, 489
128, 486.003518, 491
129, 485.987812, 491
130, 486.48712, 480
131, 485.481083, 513
132, 485.448241, 486
133, 485.578299, 486
134, 484.926939, 494
135, 485.305697, 503
136, 485.51026, 502
137, 485.705674, 503
138, 485.841066, 490
139, 484.896511, 492
140, 485.568583, 478
141, 485.007316, 491
142, 484.760433, 489
143, 486.238658, 485
144, 485.016674, 493
145, 485.279799, 505
146, 486.259192, 477
147, 485.831141, 502
148, 486.726224, 481
149, 486.527324, 473
150, 486.52041, 498
151, 486.970484, 495
152, 486.914128, 486
153, 487.077743, 488
154, 486.538649, 497
155, 487.139642, 488
156, 487.56808, 482
157, 486.505508, 482
158, 487.386167, 487
159, 487.050802, 480
160, 486.526132, 482
161, 487.200946, 502
162, 486.706585, 480
163, 487.680018, 493
164, 487.813771, 494
165, 487.073183, 494
166, 487.395823, 496
167, 487.162828, 493
168, 487.940669, 496
169, 487.903148, 498
170, 487.502962, 495
171, 488.26918, 481
172, 487.891465, 493
173, 487.804025, 480
174, 488.539457, 498
175, 487.496316, 479
176, 487.773985, 482
177, 487.781376, 487
178, 487.743676, 488
179, 487.927347, 490
180, 487.105638, 497
181, 487.672448, 493
182, 488.212258, 496
183, 487.434626, 499
184, 487.841547, 494
185, 487.762421, 499
186, 487.681538, 482
187, 487.472028, 499
188, 487.623334, 492
189, 488.087326, 490
190, 488.247961, 491
191, 487.848341, 494
192, 487.612724, 496
193, 487.723917, 481
194, 488.233298, 486
195, 487.752646, 491
196, 487.465113, 490
197, 488.495111, 493
198, 487.828732, 503
199, 487.856537, 495
200, 488.075197, 491
201, 488.026798, 498
202, 488.407642, 483
203, 487.671584, 488
204, 487.719983, 495
205, 488.180161, 490
206, 487.919688, 490
207, 488.406897, 493
208, 487.947762, 487
209, 487.573534, 492
210, 488.783181, 489
211, 488.303214, 488
212, 488.036722, 499
213, 488.172084, 498
214, 487.903982, 479
215, 488.453537, 490
216, 488.578826, 498
217, 488.522649, 507
218, 488.300264, 492
219, 488.39587, 489
220, 488.669693, 491
221, 488.617569, 482
222, 488.725603, 494
223, 488.519609, 488
224, 488.525182, 492
225, 488.506913, 497
226, 488.492489, 488
227, 488.542557, 503
228, 488.581777, 491
229, 488.495082, 493
230, 488.375366, 484
231, 488.857836, 497
232, 488.935173, 499
233, 488.404691, 491
234, 488.843113, 496
235, 489.214242, 491
236, 488.391757, 494
237, 488.399297, 491
238, 489.236802, 486
239, 488.68829, 484
240, 489.121109, 483
241, 489.025861, 482
242, 488.544643, 491
243, 489.390999, 490
244, 489.421308, 490
245, 488.93258, 492
246, 489.191979, 495
247, 489.112198, 490
248, 488.76214, 485
249, 488.381594, 488
250, 488.53159, 493
251, 488.966882, 498
252, 489.001691, 501
253, 488.793433, 487
254, 488.476962, 487
255, 488.8843, 486
256, 489.193588, 498
257, 488.709897, 501
258, 488.735378, 505
259, 488.636762, 494
260, 489.243388, 499
261, 489.036143, 495
262, 488.564521, 486
263, 489.440531, 483
264, 489.225358, 494
265, 488.979846, 491
266, 488.844633, 501
267, 488.416463, 496
268, 489.326775, 497
269, 489.094824, 500
270, 488.515943, 489
271, 489.219248, 491
272, 489.084363, 492
273, 489.0683, 503
274, 488.697201, 491
275, 488.611877, 495
276, 489.00193, 491
277, 489.102662, 475
278, 489.206195, 494
279, 489.547104, 477
280, 489.30186, 488
281, 488.812417, 487
282, 489.005357, 494
283, 489.303857, 495
284, 489.895165, 481
285, 489.297986, 486
286, 488.703549, 495
287, 489.167571, 483
288, 488.942534, 504
289, 489.541054, 502
290, 489.176542, 489
291, 489.299536, 491
292, 489.726365, 488
293, 488.810629, 488
294, 489.535689, 487
295, 489.28079, 493
296, 489.112914, 480
297, 489.941567, 492
298, 488.938004, 499
299, 489.747941, 493
300, 489.874005, 490
301, 488.704532, 482
302, 490.011185, 494
303, 489.821404, 495
304, 489.108503, 487
305, 489.762604, 486
306, 489.600658, 495
307, 489.311546, 499
308, 489.139169, 490
309, 489.436179, 493
310, 489.855975, 499
311, 489.167958, 495
312, 489.514232, 470
313, 489.899814, 488
314, 489.157677, 489
315, 489.559919, 491
316, 489.622056, 492
317, 489.5733, 493
318, 489.93504, 491
319, 489.74511, 490
320, 490.184039, 491
321, 489.801496, 479
322, 489.516228, 501
323, 489.990056, 495
324, 489.805132, 490
325, 489.870161, 497
326, 489.882886, 493
327, 489.896894, 486
328, 490.168184, 496
329, 489.724755, 499
330, 489.751935, 496
331, 489.757925, 505
332, 488.870353, 497
333, 489.53414, 499
334, 489.892602, 495
335, 489.810109, 494
336, 489.632964, 488
337, 489.738017, 493
338, 489.863068, 494
339, 489.717811, 485
340, 490.000933, 495
341, 489.746243, 507
342, 489.901096, 498
343, 490.037799, 495
344, 489.57479, 500
345, 490.099698, 499
346, 489.735156, 496
347, 489.618778, 494
348, 489.847988, 489
349, 489.933401, 478
350, 489.550918, 499
351, 489.421636, 483
352, 489.438325, 490
353, 489.866853, 488
354, 489.882052, 492
355, 489.562601, 497
356, 489.892036, 497
357, 489.938051, 500
358, 489.673793, 499
359, 489.518285, 498
360, 489.354283, 500
361, 490.018755, 491
362, 489.523739, 483
363, 489.51757, 485
364, 489.781678, 496
365, 489.398271, 500
366, 489.943236, 507
367, 489.743471, 498
368, 489.504099, 497
369, 489.940077, 495
370, 489.958674, 501
371, 489.873201, 498
372, 489.566684, 499
373, 489.820361, 495
374, 489.872187, 499
375, 489.576191, 498
376, 489.728421, 496
377, 489.619136, 507
378, 490.235358, 495
379, 489.716291, 500
380, 489.463329, 496
381, 489.44357, 486
382, 489.602476, 495
383, 489.456177, 495
384, 489.716768, 495
385, 489.697784, 497
386, 489.68941, 499
387, 489.938885, 495
388, 489.630759, 503
389, 490.060747, 504
390, 489.820272, 495
391, 489.541709, 500
392, 489.560515, 504
393, 489.192098, 501
394, 489.547104, 489
395, 489.491403, 500
396, 489.739865, 492
397, 489.914387, 499
398, 489.036441, 496
399, 489.663184, 511
400, 489.320576, 504
401, 488.951027, 501
402, 489.447415, 504
403, 489.372134, 504
404, 489.605248, 499
405, 489.541203, 499
406, 489.594281, 505
407, 490.190953, 492
408, 489.446431, 509
409, 489.382833, 490
410, 489.88986, 508
411, 489.405721, 512
412, 489.400208, 496
413, 489.757001, 495
414, 489.130914, 491
415, 489.345402, 496
416, 489.368618, 509
417, 489.424467, 504
418, 489.761561, 493
419, 489.540666, 495
420, 489.720613, 488
421, 489.375412, 491
422, 489.608616, 497
423, 489.534765, 488
424, 488.935947, 495
425, 489.251345, 504
426, 489.287138, 497
427, 489.56272, 489
428, 489.460498, 488
429, 489.163846, 494
430, 489.552855, 501
431, 489.269316, 501
432, 489.255399, 490
433, 489.611447, 503
434, 489.286333, 494
435, 489.486724, 499
436, 489.872992, 489
437, 489.721328, 499
438, 490.074158, 507
439, 489.46172, 496
440, 489.158005, 510
441, 489.264041, 491
442, 489.462197, 492
443, 489.5266, 498
444, 489.456713, 490
445, 489.47069, 508
446, 489.359468, 498
447, 489.448011, 496
448, 489.611506, 496
449, 489.504904, 496
450, 489.996612, 498
451, 489.726633, 501
452, 489.649981, 492
453, 489.403039, 504
454, 489.02601, 502
455, 489.747256, 500
456, 489.961416, 499
457, 489.491314, 491
458, 489.70288, 499
459, 489.523977, 501
460, 489.211082, 501
461, 489.593625, 496
462, 489.53864, 490
463, 489.595324, 511
464, 489.739656, 507
465, 489.460289, 493
466, 489.704221, 485
467, 489.73307, 493
468, 489.614636, 498
469, 489.666611, 487
470, 489.27632, 494
471, 489.212006, 493
472, 489.456445, 503
473, 489.610344, 484
474, 489.193588, 513
475, 489.484549, 499
476, 489.507675, 501
477, 489.420354, 492
478, 489.916593, 496
479, 489.635408, 491
480, 489.377201, 511
481, 490.166873, 500
482, 489.737928, 488
483, 489.756107, 510
484, 489.510477, 498
485, 489.264309, 510
486, 489.475161, 491
487, 489.538252, 499
488, 489.69835, 499
489, 489.492923, 497
490, 489.018857, 494
491, 489.29882, 491
492, 489.834279, 504
493, 489.771724, 507
494, 489.869416, 501
495, 489.554167, 491
496, 489.205271, 512
497, 489.018738, 491
498, 489.626527, 493
499, 489.939183, 494
500, 489.512026, 495
501, 489.454508, 498
502, 489.894241, 485
503, 489.801735, 501
504, 489.62146, 493
505, 489.594072, 509
506, 489.647269, 505
507, 489.486128, 498
508, 489.22655, 496
509, 489.349723, 495
510, 489.66217, 496
511, 489.146262, 500
512, 489.49489, 488
513, 489.70449, 491
514, 489.69391, 507
515, 489.538699, 494
516, 489.642173, 494
517, 489.521325, 503
518, 489.161253, 501
519, 489.9517, 505
520, 489.73912, 500
521, 489.542812, 492
522, 489.914328, 505
523, 489.573121, 497
524, 489.221156, 488
525, 489.98341, 506
526, 489.611, 498
527, 489.64119, 492
528, 489.686131, 501
529, 489.645302, 492
530, 489.710003, 501
531, 489.642888, 492
532, 490.066409, 502
533, 489.803612, 489
534, 489.935458, 487
535, 489.796638, 483
536, 489.606053, 502
537, 489.764601, 496
538, 490.146339, 477
539, 489.895016, 496
540, 489.783734, 506
541, 489.737332, 489
542, 489.627361, 480
543, 489.595801, 491
544, 489.664465, 492
545, 489.878476, 498
546, 489.789933, 493
547, 489.430904, 485
548, 489.625305, 480
549, 489.465326, 486
550, 489.547044, 486
551, 489.563525, 500
552, 488.837779, 487
553, 489.317656, 489
554, 489.629328, 484
555, 489.546299, 496
556, 489.426643, 489
557, 489.980787, 497
558, 489.924639, 490
559, 489.225656, 489
560, 488.929927, 502
561, 489.910215, 497
562, 489.762872, 495
563, 489.421397, 495
564, 489.325315, 485
565, 489.447623, 494
566, 489.714533, 493
567, 489.694834, 502
568, 489.76934, 483
569, 489.40596, 492
570, 489.43612, 503
571, 489.923954, 488
572, 489.750236, 491
573, 489.736259, 487
574, 489.607185, 497
575, 489.673615, 485
576, 489.876181, 501
577, 489.458919, 486
578, 489.829808, 492
579, 489.582032, 489
580, 489.657491, 481
581, 489.689708, 498
582, 489.728272, 492
583, 489.64709, 476
584, 489.765823, 490
585, 489.621699, 500
586, 489.4934, 503
587, 490.043789, 488
588, 489.55062, 468
589, 489.626378, 482
590, 489.847571, 487
591, 489.655823, 482
592, 489.324272, 481
593, 489.554822, 494
594, 489.936441, 500
595, 490.235955, 487
596, 489.657253, 496
597, 489.478737, 497
598, 489.489377, 504
599, 489.775211, 494
600, 490.149885, 488
601, 489.495039, 507
602, 489.658087, 489
603, 489.821136, 498
604, 489.388257, 501
605, 489.909708, 493
606, 489.42852, 488
607, 489.409834, 484
608, 489.799738, 480
609, 489.96225, 479
610, 489.751369, 505
611, 489.330053, 491
612, 489.901066, 497
613, 489.602745, 495
614, 489.563674, 487
615, 489.835232, 484
616, 490.142822, 502
617, 490.01357, 489
618, 489.762217, 488
619, 489.44205, 489
620, 489.967346, 494
621, 489.720106, 497
622, 490.218133, 498
623, 490.353584, 498
624, 489.782035, 476
625, 489.946842, 474
626, 489.985943, 489
627, 490.054667, 486
628, 490.063488, 486
629, 489.475429, 492
630, 489.293218, 495
631, 489.913017, 501
632, 489.452183, 498
633, 489.901543, 498
634, 489.696741, 489
635, 489.401042, 488
636, 490.0437, 487
637, 489.876866, 490
638, 489.861906, 497
639, 489.784718, 488
640, 489.493847, 499
641, 490.047097, 488
642, 489.402324, 485
643, 490.436822, 484
644, 489.678979, 486
645, 489.015639, 478
646, 490.564704, 481
647, 489.697933, 488
648, 490.16884, 490
649, 490.673453, 498
650, 490.399987, 494
651, 489.886999, 490
652, 489.844143, 488
653, 490.043998, 487
654, 489.827693, 486
655, 490.115762, 504
656, 490.196168, 498
657, 490.063667, 492
658, 490.457207, 494
659, 490.174472, 495
660, 490.031749, 491
661, 490.525544, 489
662, 490.257859, 490
663, 490.301073, 487
664, 490.078866, 497
665, 490.084499, 483
666, 490.444183, 485
667, 489.795744, 486
668, 490.391552, 485
669, 490.448326, 497
670, 490.31499, 476
671, 490.285248, 490
672, 490.113139, 482
673, 490.535378, 496
674, 490.608305, 491
675, 490.468502, 489
676, 490.386873, 489
677, 490.229607, 498
678, 490.392089, 491
679, 490.537792, 508
680, 490.778744, 484
681, 490.447432, 485
682, 490.655124, 489
683, 490.535855, 481
684, 490.416765, 490
685, 490.401566, 500
686, 490.588129, 489
687, 490.182251, 481
688, 490.425229, 505
689, 490.444571, 483
690, 490.298957, 477
691, 490.435034, 482
692, 490.090132, 497
693, 490.398765, 491
694, 490.553379, 487
695, 490.182787, 486
696, 490.654945, 489
697, 490.521878, 488
698, 490.23506, 499
699, 490.49294, 493
700, 490.404159, 490
701, 490.37087, 490
702, 490.523785, 486
703, 490.53973, 494
704, 490.484774, 487
705, 490.222126, 485
706, 490.320504, 502
707, 490.320653, 491
708, 490.525812, 497
709, 490.550309, 493
710, 490.296453, 490
711, 490.884393, 489
712, 490.957141, 477
713, 490.3889, 490
714, 490.200222, 482
715, 490.661472, 504
716, 490.544707, 490
717, 490.52304, 484
718, 490.530849, 504
719, 490.727276, 497
720, 490.112752, 484
721, 490.399837, 506
722, 491.048872, 488
723, 491.05233, 490
724, 490.681916, 493
725, 490.795434, 476
726, 490.866095, 503
727, 491.126865, 490
728, 490.92254, 494
729, 490.980893, 495
730, 491.262376, 501
731, 490.827769, 493
732, 490.849763, 482
733, 490.835905, 514
734, 490.57284, 498
735, 490.772486, 487
736, 490.893841, 498
737, 490.720063, 490
738, 490.60744, 473
739, 491.191566, 489
740, 491.741419, 504
741, 491.285563, 488
742, 490.962148, 482
743, 491.107434, 489
744, 491.162419, 483
745, 491.068244, 485
746, 491.148859, 492
747, 491.317838, 495
748, 491.193712, 492
749, 491.163343, 495
750, 491.311997, 488
751, 491.249681, 491
752, 492.387742, 482
753, 492.019653, 494
754, 493.377477, 490
755, 497.113913, 488
756, 497.082472, 491
757, 497.747064, 489
758, 498.00989, 503
759, 497.258246, 496
760, 498.373419, 493
761, 498.651445, 495
762, 498.502046, 479
763, 498.419881, 492
764, 497.533828, 492
765, 497.277737, 499
766, 496.930838, 484
767, 497.116596, 497
768, 496.357918, 492
769, 495.516121, 485
770, 496.708214, 481
771, 496.134937, 486
772, 496.795893, 480
773, 497.47014, 502
774, 496.578127, 493
775, 497.43551, 497
776, 497.459501, 491
777, 497.320771, 487
778, 497.959048, 481
779, 497.602403, 483
780, 498.254687, 483
781, 497.264653, 494
782, 496.727586, 481
783, 497.621328, 508
784, 496.8068, 502
785, 497.593969, 496
786, 497.865975, 503
787, 496.655822, 483
788, 497.588307, 490
789, 497.730941, 489
790, 497.872323, 487
791, 497.627765, 495
792, 497.314751, 489
793, 497.706771, 480
794, 497.211456, 486
795, 497.432023, 487
796, 497.723311, 498
797, 497.641802, 493
798, 498.19243, 476
799, 497.911841, 495
