time (in 10s), voltage_device (mV), voltage_esp (mV)
358, 543.107986, 526
359, 542.672813, 534
360, 543.352008, 561
361, 543.4286, 518
362, 543.443382, 525
363, 543.6939, 538
364, 543.997407, 513
365, 544.235647, 544
366, 544.16281, 516
367, 544.055462, 566
368, 544.33167, 520
369, 544.429421, 575
370, 544.501781, 567
371, 543.77073, 511
372, 544.003189, 555
373, 544.48545, 551
374, 543.886602, 566
375, 544.700921, 561
376, 545.06743, 551
377, 544.928908, 521
378, 544.522107, 527
379, 544.775665, 516
380, 545.014262, 577
381, 544.404805, 575
382, 544.475198, 554
383, 545.401394, 545
384, 545.749664, 577
385, 544.83217, 583
386, 544.262707, 548
387, 543.738604, 557
388, 544.415057, 517
389, 545.165002, 521
390, 544.624805, 512
391, 543.73616, 514
392, 543.77079, 571
393, 543.542147, 517
394, 543.446779, 574
395, 543.438733, 561
396, 542.359352, 545
397, 542.750835, 527
398, 543.30653, 541
399, 542.436302, 569
400, 542.518318, 574
401, 543.02603, 565
402, 543.224096, 535
403, 543.891549, 528
404, 542.779922, 562
405, 542.672992, 533
406, 543.23262, 517
407, 541.033745, 556
408, 540.50678, 536
409, 541.32396, 532
410, 541.732669, 508
411, 540.519238, 555
412, 540.44652, 494
413, 541.577518, 502
414, 542.019904, 560
415, 542.570233, 541
416, 542.005777, 499
417, 541.392028, 544
418, 542.216659, 556
419, 542.803586, 580
420, 542.583466, 544
421, 543.182731, 574
422, 542.287052, 520
423, 542.026818, 569
424, 542.881668, 537
425, 542.081952, 547
426, 542.839706, 567
427, 543.96075, 541
428, 542.625308, 584
429, 543.206573, 544
430, 543.773293, 534
431, 543.239236, 570
432, 543.358088, 520
433, 544.022501, 534
434, 544.017732, 534
435, 543.622375, 563
436, 544.266045, 542
437, 544.729829, 544
438, 544.15822, 522
439, 543.7783, 515
440, 544.294417, 568
441, 544.466615, 579
442, 543.129504, 562
443, 542.773426, 533
444, 542.707801, 575
445, 542.190611, 517
446, 542.784929, 556
447, 542.13357, 584
448, 542.771578, 506
449, 542.773902, 522
450, 541.969419, 508
451, 542.2346, 503
452, 541.361749, 563
453, 539.283454, 523
454, 539.841533, 530
455, 539.911926, 544
456, 539.206207, 584
457, 540.621579, 579
458, 539.778113, 536
459, 538.923025, 519
460, 539.200485, 521
461, 540.713608, 513
462, 540.628374, 561
463, 539.73788, 570
464, 540.872872, 496
465, 540.881693, 522
466, 541.044593, 561
467, 540.92288, 540
468, 539.761543, 577
469, 540.839911, 525
470, 541.31633, 489
471, 540.706277, 550
472, 541.530311, 566
473, 541.930139, 509
474, 541.639149, 520
475, 540.871024, 575
476, 541.503608, 569
477, 541.477859, 575
478, 541.749835, 576
479, 542.840183, 544
480, 542.108119, 528
481, 541.645885, 533
482, 543.136895, 528
483, 543.085873, 521
484, 542.758465, 519
485, 544.50345, 526
486, 543.81758, 536
487, 543.166816, 585
488, 544.164479, 509
489, 543.953061, 566
490, 543.274164, 574
491, 543.570638, 533
492, 544.112504, 527
493, 543.614745, 510
494, 543.533087, 541
495, 544.262946, 524
496, 544.136465, 520
497, 544.664443, 529
498, 544.845819, 552
499, 544.848084, 548
500, 544.816315, 562
501, 544.749081, 516
502, 544.957042, 511
503, 544.319689, 584
504, 545.273185, 564
505, 545.169115, 509
506, 544.597149, 538
507, 544.979632, 572
508, 544.963241, 547
509, 545.817912, 519
510, 545.873761, 563
511, 545.861065, 534
512, 545.521617, 537
513, 545.503676, 567
514, 546.184838, 588
515, 544.737399, 570
516, 544.779062, 561
517, 546.237767, 521
518, 546.219409, 579
519, 545.572996, 515
520, 545.828819, 555
521, 546.491981, 546
522, 546.706319, 510
523, 546.111584, 550
524, 546.243966, 537
525, 546.717584, 549
526, 546.432555, 549
527, 546.491146, 563
528, 546.382904, 522
529, 546.025574, 514
530, 546.611845, 582
531, 547.088742, 527
532, 546.600163, 520
533, 546.619296, 557
534, 546.882331, 576
535, 546.836913, 583
536, 547.131777, 510
537, 546.536088, 558
538, 546.744883, 527
539, 546.313167, 484
540, 546.821475, 549
541, 547.589123, 526
542, 547.078609, 568
543, 547.508061, 525
544, 546.844065, 578
545, 547.194421, 580
546, 547.103345, 591
547, 547.132373, 556
548, 547.566652, 572
549, 546.470463, 571
550, 546.890438, 541
551, 547.221541, 544
552, 547.398508, 546
553, 547.542453, 567
554, 547.01519, 560
555, 547.138929, 545
556, 547.5595, 549
557, 547.366023, 584
558, 547.648609, 511
559, 547.739923, 578
560, 547.56099, 588
561, 546.497166, 561
562, 546.6941, 560
563, 548.003912, 534
564, 547.900021, 526
565, 547.738016, 538
566, 547.389269, 532
567, 547.323346, 581
568, 547.339618, 576
569, 547.563076, 571
570, 548.002899, 551
571, 547.632456, 540
572, 547.136962, 568
573, 548.396528, 548
574, 547.789752, 581
575, 547.17052, 556
576, 548.366964, 556
577, 548.160434, 506
578, 547.332346, 578
579, 548.104882, 531
580, 548.712194, 529
581, 547.797322, 572
582, 547.358692, 539
583, 547.750413, 577
584, 548.256278, 538
585, 548.237383, 514
586, 548.637509, 522
587, 547.937572, 553
588, 547.453642, 514
589, 548.15805, 514
590, 548.205078, 532
591, 547.893226, 530
592, 547.246575, 568
593, 547.900796, 538
594, 548.351407, 547
595, 547.641814, 559
596, 548.016131, 578
597, 548.101485, 534
598, 548.30879, 563
599, 548.907518, 545
600, 547.735512, 554
601, 547.180951, 563
602, 548.321784, 513
603, 548.049152, 562
604, 548.382103, 590
605, 548.564494, 561
606, 547.464073, 557
607, 547.949135, 578
608, 548.083007, 559
609, 547.968745, 513
610, 547.420681, 515
611, 547.59711, 527
612, 547.802687, 572
613, 547.574818, 565
614, 547.524571, 544
615, 547.521114, 590
616, 547.49912, 527
617, 547.476649, 587
618, 547.796428, 528
619, 547.456801, 513
620, 547.486961, 568
621, 547.894895, 578
622, 547.305882, 551
623, 547.669649, 540
624, 547.771454, 556
625, 546.887457, 555
626, 547.709584, 543
627, 548.047006, 519
628, 547.404766, 515
629, 547.607958, 523
630, 548.111618, 556
631, 548.074484, 497
632, 547.626436, 563
633, 548.283219, 544
634, 548.326492, 565
635, 547.847092, 562
636, 548.219979, 565
637, 548.310101, 573
638, 548.687398, 509
639, 547.991157, 522
640, 548.595428, 521
641, 547.670066, 544
642, 547.21117, 572
643, 548.339665, 509
644, 548.04945, 550
645, 548.128664, 531
646, 547.929645, 529
647, 547.743678, 563
648, 548.57409, 573
649, 548.225343, 577
650, 547.8338, 542
651, 547.22923, 524
652, 547.727108, 537
653, 548.220873, 567
654, 547.687411, 581
655, 548.033655, 560
656, 548.434973, 499
657, 547.808051, 542
658, 547.448635, 529
659, 547.613382, 545
660, 546.769917, 535
661, 547.161698, 570
662, 547.438681, 578
663, 546.87202, 525
664, 546.409786, 526
665, 547.193468, 551
666, 547.817945, 567
667, 547.546566, 579
668, 546.923161, 539
669, 546.735883, 563
670, 547.517836, 571
671, 547.611475, 582
672, 547.394991, 543
673, 547.09512, 526
674, 546.824455, 544
675, 547.949255, 524
676, 548.024654, 521
677, 546.858132, 544
678, 547.502637, 542
679, 547.711194, 522
680, 547.395229, 531
681, 547.437429, 566
682, 546.63831, 558
683, 547.694325, 563
684, 548.477411, 544
685, 547.379136, 569
686, 547.978103, 526
687, 547.415078, 544
688, 547.028005, 567
689, 547.444046, 538
690, 546.994507, 529
691, 546.862304, 522
692, 547.650874, 577
693, 547.573507, 577
694, 547.290802, 516
695, 547.83076, 539
696, 547.703087, 544
697, 547.547936, 557
698, 547.806203, 582
699, 547.930002, 525
700, 547.806561, 543
701, 547.189713, 524
702, 547.495902, 574
703, 547.776699, 567
704, 547.519207, 583
705, 547.62584, 530
706, 548.123598, 546
707, 547.866285, 547
708, 547.765255, 538
709, 547.840714, 524
710, 547.712624, 530
711, 547.121048, 523
712, 547.670186, 559
713, 546.704829, 570
714, 547.076523, 510
715, 547.290802, 542
716, 546.995103, 566
717, 547.84441, 550
718, 547.020376, 575
719, 546.465218, 538
720, 547.978699, 580
721, 547.794044, 536
722, 547.649205, 537
723, 547.782421, 511
724, 546.372414, 519
725, 547.466993, 556
726, 548.370957, 540
727, 548.011363, 535
728, 548.116386, 515
729, 547.91677, 561
730, 547.766387, 525
731, 547.598243, 560
732, 547.185719, 551
733, 547.152519, 529
734, 546.492815, 541
735, 546.999872, 512
736, 546.123624, 570
737, 546.193421, 545
738, 547.146618, 566
739, 546.269178, 541
740, 545.80462, 559
741, 545.425057, 554
742, 544.860899, 585
743, 545.663834, 526
744, 545.128107, 587
745, 543.370306, 521
746, 544.140518, 537
747, 543.65164, 564
748, 542.873263, 537
749, 543.979228, 559
750, 544.023037, 519
751, 543.806732, 540
752, 543.730438, 527
753, 543.19334, 539
754, 543.652892, 533
755, 544.160545, 531
756, 544.08747, 545
757, 543.502212, 528
758, 543.685377, 524
759, 543.422937, 508
760, 543.590367, 502
761, 544.493079, 570
762, 544.48694, 534
763, 544.337034, 548
764, 544.48992, 540
765, 545.286775, 544
766, 545.071363, 510
767, 544.511795, 585
768, 544.863284, 561
769, 545.113981, 560
770, 545.459449, 505
771, 544.635594, 550
772, 544.942379, 496
773, 545.467854, 523
774, 545.051038, 518
775, 545.176029, 552
776, 544.974029, 563
777, 545.132041, 569
778, 545.23474, 547
779, 545.41111, 510
780, 545.167744, 519
781, 545.591116, 539
782, 545.997977, 538
783, 545.247972, 520
784, 544.749916, 520
785, 544.692039, 522
786, 545.220613, 561
787, 544.256151, 556
788, 543.806255, 554
789, 543.44511, 539
790, 541.496754, 554
791, 542.4124, 569
792, 542.167842, 539
793, 542.824686, 568
794, 543.837845, 549
795, 541.01789, 538
796, 540.945113, 534
797, 541.484594, 500
798, 540.971875, 509
799, 542.178392, 551
