run, time(ms), current (A), voltage(mV), power (W), current_range, current_lsb, voltage_lsb
361, 3952.136937, 0.000059, 2.812387, 0.000166, 3.000000, 0.000000, 0.247623
362, 3963.084685, -0.000060, 2.814246, -0.000168, 3.000000, 0.000000, 0.792703
363, 3974.032432, 0.000053, 2.812289, 0.000150, 3.000000, 0.000000, 0.076811
364, 3984.980180, -0.000046, 2.814114, -0.000131, 3.000000, 0.000000, 0.869605
365, 3995.927928, 0.000015, 2.812665, 0.000041, 3.000000, 0.000000, 0.132864
366, 4006.875676, 0.000016, 2.813213, 0.000045, 3.000000, 0.000000, 0.736375
367, 4017.823423, -0.000041, 2.813430, -0.000116, 3.000000, 0.000000, 0.302944
368, 4028.771171, 0.000062, 2.812391, 0.000174, 3.000000, 0.000000, 0.566386
369, 4039.718919, -0.000063, 2.813811, -0.000178, 3.000000, 0.000000, 0.473482
370, 4050.666667, 0.000065, 2.812078, 0.000182, 3.000000, 0.000000, 0.395849
371, 4061.614414, -0.000065, 2.813822, -0.000184, 3.000000, 0.000000, 0.644020
372, 4072.562162, 0.000061, 2.811880, 0.000171, 3.000000, 0.000000, 0.225860
373, 4083.509910, -0.000061, 2.813857, -0.000173, 3.000000, 0.000000, 0.814009
374, 4094.457658, 0.000051, 2.811848, 0.000144, 3.000000, 0.000000, 0.055048
375, 4105.405405, -0.000039, 2.813577, -0.000111, 3.000000, 0.000000, 0.868965
376, 4116.353153, 0.000005, 2.812337, 0.000013, 3.000000, 0.000000, 0.155176
377, 4127.300901, 0.000025, 2.812594, 0.000069, 3.000000, 0.000000, 0.714247
378, 4138.248649, -0.000044, 2.813008, -0.000125, 3.000000, 0.000000, 0.325439
379, 4149.196396, 0.000064, 2.811827, 0.000180, 3.000000, 0.000000, 0.544166
380, 4160.144144, -0.000064, 2.813326, -0.000182, 3.000000, 0.000000, 0.495794
381, 4171.091892, 0.000064, 2.811587, 0.000179, 3.000000, 0.000000, 0.373994
382, 4182.039640, -0.000064, 2.813421, -0.000181, 3.000000, 0.000000, 0.666057
383, 4192.987387, 0.000060, 2.811435, 0.000168, 3.000000, 0.000000, 0.203365
384, 4203.935135, -0.000060, 2.813361, -0.000169, 3.000000, 0.000000, 0.836138
385, 4214.882883, 0.000051, 2.811343, 0.000143, 3.000000, 0.000000, 0.040051
386, 4225.830631, -0.000035, 2.813045, -0.000098, 3.000000, 0.000000, 0.862290
387, 4236.778378, -0.000005, 2.811978, -0.000014, 3.000000, 0.000000, 0.177213
388, 4247.726126, 0.000033, 2.811924, 0.000091, 3.000000, 0.000000, 0.692484
389, 4258.673874, -0.000047, 2.812509, -0.000133, 3.000000, 0.000000, 0.347568
390, 4269.621622, 0.000065, 2.811301, 0.000182, 3.000000, 0.000000, 0.522037
391, 4280.569369, -0.000066, 2.812871, -0.000185, 3.000000, 0.000000, 0.517922
392, 4291.517117, 0.000064, 2.811076, 0.000179, 3.000000, 0.000000, 0.351591
393, 4302.464865, -0.000064, 2.812951, -0.000180, 3.000000, 0.000000, 0.688094
394, 4313.412613, 0.000058, 2.810991, 0.000162, 3.000000, 0.000000, 0.181053
395, 4324.360360, -0.000058, 2.812891, -0.000163, 3.000000, 0.000000, 0.858358
396, 4335.308108, 0.000045, 2.810968, 0.000126, 3.000000, 0.000000, 0.039868
397, 4346.255856, -0.000024, 2.812433, -0.000067, 3.000000, 0.000000, 0.840527
398, 4357.203604, -0.000015, 2.811691, -0.000042, 3.000000, 0.000000, 0.199433
399, 4368.151351, 0.000041, 2.811344, 0.000116, 3.000000, 0.000000, 0.670172
400, 4379.099099, -0.000051, 2.812187, -0.000144, 3.000000, 0.000000, 0.369422
401, 4390.046847, 0.000065, 2.810818, 0.000183, 3.000000, 0.000000, 0.499909
402, 4400.994595, -0.000066, 2.812427, -0.000185, 3.000000, 0.000000, 0.539685
403, 4411.942342, 0.000062, 2.810630, 0.000175, 3.000000, 0.000000, 0.329097
404, 4422.890090, -0.000062, 2.812436, -0.000176, 3.000000, 0.000000, 0.710223
405, 4433.837838, 0.000057, 2.810483, 0.000161, 3.000000, 0.000000, 0.159108
406, 4444.785586, -0.000058, 2.812414, -0.000165, 3.000000, 0.000000, 0.869422
407, 4455.733333, 0.000041, 2.810510, 0.000115, 3.000000, 0.000000, 0.050933
408, 4466.681081, -0.000015, 2.811837, -0.000043, 3.000000, 0.000000, 0.818581
409, 4477.628829, -0.000025, 2.811384, -0.000070, 3.000000, 0.000000, 0.221105
410, 4488.576577, 0.000051, 2.810770, 0.000144, 3.000000, 0.000000, 0.648135
411, 4499.524324, -0.000055, 2.811782, -0.000155, 3.000000, 0.000000, 0.391642
412, 4510.472072, 0.000065, 2.810340, 0.000182, 3.000000, 0.000000, 0.478054
413, 4521.419820, -0.000066, 2.812019, -0.000185, 3.000000, 0.000000, 0.561906
414, 4532.367568, 0.000061, 2.810120, 0.000172, 3.000000, 0.000000, 0.307608
415, 4543.315315, -0.000061, 2.811979, -0.000173, 3.000000, 0.000000, 0.732078
416, 4554.263063, 0.000057, 2.810027, 0.000159, 3.000000, 0.000000, 0.137985
417, 4565.210811, -0.000058, 2.811944, -0.000162, 3.000000, 0.000000, 0.869605
418, 4576.158559, 0.000033, 2.810119, 0.000093, 3.000000, 0.000000, 0.072787
419, 4587.106306, -0.000003, 2.811181, -0.000010, 3.000000, 0.000000, 0.796726
420, 4598.054054, -0.000031, 2.810990, -0.000089, 3.000000, 0.000000, 0.243416
421, 4609.001802, 0.000056, 2.810196, 0.000157, 3.000000, 0.000000, 0.625914
422, 4619.949550, -0.000058, 2.811374, -0.000163, 3.000000, 0.000000, 0.413680
423, 4630.897297, 0.000066, 2.809800, 0.000186, 3.000000, 0.000000, 0.455925
424, 4641.845045, -0.000067, 2.811550, -0.000189, 3.000000, 0.000000, 0.584492
425, 4652.792793, 0.000056, 2.809529, 0.000158, 3.236192, 0.000000, 0.285113
426, 4663.740541, -0.000062, 2.811526, -0.000176, 3.000000, 0.000000, 0.754846
427, 4674.688288, 0.000056, 2.809539, 0.000156, 3.000000, 0.000000, 0.114576
428, 4685.636036, -0.000056, 2.811474, -0.000158, 3.000000, 0.000000, 0.869331
429, 4696.583784, 0.000030, 2.809692, 0.000085, 3.000000, 0.000000, 0.095099
430, 4707.531532, 0.000003, 2.810599, 0.000008, 3.000000, 0.000000, 0.774049
431, 4718.479279, -0.000035, 2.810562, -0.000098, 3.000000, 0.000000, 0.265636
432, 4729.427027, 0.000059, 2.809654, 0.000165, 3.000000, 0.000000, 0.603877
433, 4740.374775, -0.000060, 2.810913, -0.000169, 3.000000, 0.000000, 0.435900
434, 4751.322523, 0.000065, 2.809384, 0.000184, 3.000000, 0.000000, 0.433522
435, 4762.270270, -0.000066, 2.811085, -0.000186, 3.000000, 0.000000, 0.606437
436, 4773.218018, 0.000060, 2.809182, 0.000167, 3.000000, 0.000000, 0.263259
437, 4784.165766, -0.000060, 2.811054, -0.000168, 3.000000, 0.000000, 0.776609
438, 4795.113514, 0.000054, 2.809079, 0.000150, 3.000000, 0.000000, 0.093544
439, 4806.061261, -0.000050, 2.810935, -0.000140, 3.000000, 0.000000, 0.868965
440, 4817.009009, 0.000019, 2.809434, 0.000054, 3.000000, 0.000000, 0.117045
441, 4827.956757, 0.000012, 2.810056, 0.000034, 3.000000, 0.000000, 0.752743
442, 4838.904505, -0.000038, 2.810181, -0.000107, 3.000000, 0.000000, 0.287765
443, 4849.852252, 0.000061, 2.809144, 0.000171, 3.000000, 0.000000, 0.582023
444, 4860.800000, -0.000062, 2.810512, -0.000174, 3.000000, 0.000000, 0.458211
445, 4871.747748, 0.000065, 2.808861, 0.000182, 3.000000, 0.000000, 0.411302
446, 4882.695495, -0.000066, 2.810632, -0.000186, 3.000000, 0.000000, 0.628383
447, 4893.643243, 0.000059, 2.808692, 0.000166, 3.000000, 0.000000, 0.241222
448, 4904.590991, -0.000059, 2.810598, -0.000165, 3.000000, 0.000000, 0.799012
449, 4915.538739, 0.000053, 2.808619, 0.000147, 3.000000, 0.000000, 0.070775
450, 4926.486486, -0.000044, 2.810438, -0.000124, 3.000000, 0.000000, 0.869331
451, 4937.434234, 0.000010, 2.809076, 0.000028, 3.000000, 0.000000, 0.139813
452, 4948.381982, 0.000020, 2.809470, 0.000057, 3.000000, 0.000000, 0.730249
453, 4959.329730, -0.000042, 2.809784, -0.000119, 3.000000, 0.000000, 0.309985
454, 4970.277477, 0.000063, 2.808637, 0.000176, 3.000000, 0.000000, 0.559894
455, 4981.225225, -0.000063, 2.810098, -0.000179, 3.000000, 0.000000, 0.480706
456, 4992.172973, 0.000065, 2.808418, 0.000181, 3.000000, 0.000000, 0.388990
457, 5003.120721, -0.000065, 2.810177, -0.000183, 3.000000, 0.000000, 0.651061
458, 5014.068468, 0.000057, 2.808295, 0.000161, 3.000000, 0.000000, 0.218727
459, 5025.016216, -0.000058, 2.810159, -0.000163, 3.000000, 0.000000, 0.820684
460, 5035.963964, 0.000052, 2.808162, 0.000146, 3.000000, 0.000000, 0.048372
461, 5046.911712, -0.000039, 2.809904, -0.000109, 3.000000, 0.000000, 0.869514
462, 5057.859459, 0.000003, 2.808703, 0.000007, 3.000000, 0.000000, 0.161668
463, 5068.807207, 0.000026, 2.808891, 0.000073, 3.000000, 0.000000, 0.707114
464, 5079.754955, -0.000045, 2.809356, -0.000126, 3.000000, 0.000000, 0.332206
465, 5090.702703, 0.000064, 2.808171, 0.000179, 3.000000, 0.000000, 0.537491
466, 5101.650450, -0.000065, 2.809710, -0.000183, 3.000000, 0.000000, 0.502560
467, 5112.598198, 0.000064, 2.807888, 0.000179, 3.000000, 0.000000, 0.366862
468, 5123.545946, -0.000065, 2.809713, -0.000182, 3.000000, 0.000000, 0.672915
469, 5134.493694, 0.000059, 2.807763, 0.000164, 3.000000, 0.000000, 0.196690
470, 5145.441441, -0.000058, 2.809700, -0.000164, 3.000000, 0.000000, 0.842996
471, 5156.389189, 0.000049, 2.807713, 0.000138, 3.000000, 0.000000, 0.039777
472, 5167.336937, -0.000031, 2.809323, -0.000089, 3.000000, 0.000000, 0.855889
473, 5178.284685, -0.000006, 2.808371, -0.000018, 3.000000, 0.000000, 0.183797
474, 5189.232432, 0.000034, 2.808289, 0.000096, 3.000000, 0.000000, 0.685534
475, 5200.180180, -0.000049, 2.808986, -0.000137, 3.000000, 0.000000, 0.354060
476, 5211.127928, 0.000064, 2.807681, 0.000180, 3.000000, 0.000000, 0.515545
477, 5222.075676, -0.000066, 2.809265, -0.000184, 3.000000, 0.000000, 0.524140
478, 5233.023423, 0.000063, 2.807436, 0.000178, 3.000000, 0.000000, 0.345099
479, 5243.971171, -0.000063, 2.809263, -0.000177, 3.000000, 0.000000, 0.694952
480, 5254.918919, 0.000057, 2.807316, 0.000160, 3.000000, 0.000000, 0.174744
481, 5265.866667, -0.000058, 2.809211, -0.000163, 3.000000, 0.000000, 0.865307
482, 5276.814414, 0.000044, 2.807285, 0.000123, 3.000000, 0.000000, 0.040051
483, 5287.762162, -0.000021, 2.808688, -0.000058, 3.000000, 0.000000, 0.833303
484, 5298.709910, -0.000015, 2.807988, -0.000042, 3.000000, 0.000000, 0.206291
485, 5309.657658, 0.000041, 2.807676, 0.000115, 3.000000, 0.000000, 0.663314
486, 5320.605405, -0.000053, 2.808504, -0.000148, 3.000000, 0.000000, 0.376554
487, 5331.553153, 0.000065, 2.807124, 0.000182, 3.000000, 0.000000, 0.492776
488, 5342.500901, -0.000065, 2.808782, -0.000184, 3.000000, 0.000000, 0.547184
489, 5353.448649, 0.000062, 2.806942, 0.000174, 3.000000, 0.000000, 0.321781
490, 5364.396396, -0.000062, 2.808744, -0.000175, 3.000000, 0.000000, 0.717356
491, 5375.344144, 0.000057, 2.806778, 0.000160, 3.000000, 0.000000, 0.151701
492, 5386.291892, -0.000058, 2.808779, -0.000162, 3.000000, 0.000000, 0.869696
493, 5397.239640, 0.000039, 2.806911, 0.000108, 3.000000, 0.000000, 0.057791
494, 5408.187387, -0.000011, 2.808131, -0.000032, 3.000000, 0.000000, 0.811174
495, 5419.135135, -0.000024, 2.807718, -0.000068, 3.000000, 0.000000, 0.227780
496, 5430.082883, 0.000050, 2.807098, 0.000139, 3.000000, 0.000000, 0.641002
497, 5441.030631, -0.000056, 2.808128, -0.000157, 3.000000, 0.000000, 0.398409
498, 5451.978378, 0.000066, 2.806649, 0.000184, 3.000000, 0.000000, 0.470190
499, 5462.926126, -0.000066, 2.808357, -0.000185, 3.000000, 0.000000, 0.569038
500, 5473.873874, 0.000061, 2.806524, 0.000171, 3.000000, 0.000000, 0.300293
501, 5484.821622, -0.000062, 2.808340, -0.000175, 3.000000, 0.000000, 0.739027
502, 5495.769369, 0.000057, 2.806324, 0.000159, 3.000000, 0.000000, 0.129572
503, 5506.717117, -0.000057, 2.808268, -0.000159, 3.000000, 0.000000, 0.868782
504, 5517.664865, 0.000034, 2.806404, 0.000096, 3.000000, 0.000000, 0.079371
505, 5528.612613, -0.000004, 2.807492, -0.000011, 3.000000, 0.000000, 0.788954
506, 5539.560360, -0.000032, 2.807326, -0.000091, 3.000000, 0.000000, 0.249726
507, 5550.508108, 0.000058, 2.806498, 0.000161, 3.000000, 0.000000, 0.618599
508, 5561.455856, -0.000059, 2.807707, -0.000167, 3.000000, 0.000000, 0.420172
509, 5572.403604, 0.000066, 2.806201, 0.000184, 3.000000, 0.000000, 0.448153
510, 5583.351351, -0.000066, 2.807878, -0.000185, 3.000000, 0.000000, 0.590801
511, 5594.299099, 0.000060, 2.806041, 0.000169, 3.000000, 0.000000, 0.278072
512, 5605.246847, -0.000061, 2.807909, -0.000171, 3.000000, 0.000000, 0.761156
513, 5616.194595, 0.000056, 2.805863, 0.000157, 3.000000, 0.000000, 0.107535
514, 5627.142342, -0.000055, 2.807789, -0.000156, 3.000000, 0.000000, 0.868782
515, 5638.090090, 0.000026, 2.806150, 0.000073, 3.000000, 0.000000, 0.102505
516, 5649.037838, 0.000006, 2.806916, 0.000018, 3.000000, 0.000000, 0.766551
517, 5659.985586, -0.000036, 2.806986, -0.000101, 3.000000, 0.000000, 0.272586
518, 5670.933333, 0.000060, 2.806000, 0.000169, 3.000000, 0.000000, 0.596196
519, 5681.881081, -0.000061, 2.807331, -0.000173, 3.000000, 0.000000, 0.442849
520, 5692.828829, 0.000066, 2.805709, 0.000185, 3.000000, 0.000000, 0.425567
521, 5703.776577, -0.000066, 2.807474, -0.000185, 3.000000, 0.000000, 0.613021
522, 5714.724324, 0.000060, 2.805542, 0.000168, 3.000000, 0.000000, 0.255395
523, 5725.672072, -0.000061, 2.807418, -0.000171, 3.000000, 0.000000, 0.783833
524, 5736.619820, 0.000056, 2.805363, 0.000156, 3.000000, 0.000000, 0.084674
525, 5747.567568, -0.000050, 2.807291, -0.000141, 3.000000, 0.000000, 0.868599
526, 5758.515315, 0.000016, 2.805804, 0.000043, 3.000000, 0.000000, 0.124268
527, 5769.463063, 0.000016, 2.806309, 0.000044, 3.000000, 0.000000, 0.744239
528, 5780.410811, -0.000039, 2.806524, -0.000110, 3.000000, 0.000000, 0.294806
529, 5791.358559, 0.000061, 2.805490, 0.000171, 3.000000, 0.000000, 0.573884
530, 5802.306306, -0.000062, 2.806847, -0.000174, 3.000000, 0.000000, 0.464978
531, 5813.254054, 0.000065, 2.805207, 0.000183, 3.000000, 0.000000, 0.403713
532, 5824.201802, -0.000066, 2.806993, -0.000186, 3.000000, 0.000000, 0.635333
533, 5835.149550, 0.000060, 2.805065, 0.000167, 3.000000, 0.000000, 0.233083
534, 5846.097297, -0.000060, 2.806949, -0.000169, 3.000000, 0.000000, 0.805505
535, 5857.045045, 0.000056, 2.804875, 0.000156, 3.000000, 0.000000, 0.062454
536, 5867.992793, -0.000045, 2.806742, -0.000126, 3.000000, 0.000000, 0.867502
537, 5878.940541, 0.000005, 2.805489, 0.000015, 3.000000, 0.000000, 0.146397
538, 5889.888288, 0.000024, 2.805717, 0.000068, 3.000000, 0.000000, 0.721836
539, 5900.836036, -0.000043, 2.806120, -0.000121, 3.000000, 0.000000, 0.316661
540, 5911.783784, 0.000062, 2.804968, 0.000175, 3.000000, 0.000000, 0.551573
541, 5922.731532, -0.000063, 2.806389, -0.000178, 3.000000, 0.000000, 0.487564
542, 5933.679279, 0.000065, 2.804685, 0.000182, 3.000000, 0.000000, 0.381767
543, 5944.627027, -0.000065, 2.806499, -0.000183, 3.000000, 0.000000, 0.657919
544, 5955.574775, 0.000058, 2.804596, 0.000163, 3.000000, 0.000000, 0.211138
545, 5966.522523, -0.000059, 2.806479, -0.000166, 3.000000, 0.000000, 0.828091
546, 5977.470270, 0.000054, 2.804391, 0.000150, 3.000000, 0.000000, 0.040143
547, 5988.418018, -0.000038, 2.806149, -0.000108, 3.000000, 0.000000, 0.868325
548, 5999.365766, -0.000004, 2.805084, -0.000011, 3.000000, 0.000000, 0.168526
549, 6010.313514, 0.000032, 2.805051, 0.000090, 3.000000, 0.000000, 0.699707
550, 6021.261261, -0.000046, 2.805683, -0.000131, 3.000000, 0.000000, 0.339247
551, 6032.209009, 0.000065, 2.804426, 0.000181, 3.000000, 0.000000, 0.528713
552, 6043.156757, -0.000065, 2.805989, -0.000183, 3.000000, 0.000000, 0.509418
553, 6054.104505, 0.000064, 2.804282, 0.000178, 3.000000, 0.000000, 0.359181
554, 6065.052252, -0.000064, 2.806048, -0.000181, 3.000000, 0.000000, 0.679682
555, 6076.000000, 0.000058, 2.804051, 0.000162, 3.000000, 0.000000, 0.188826
556, 6086.947748, -0.000058, 2.806013, -0.000164, 3.000000, 0.000000, 0.850494
557, 6097.895495, 0.000050, 2.804026, 0.000140, 3.000000, 0.000000, 0.038954
558, 6108.843243, -0.000030, 2.805586, -0.000084, 3.000000, 0.000000, 0.848025
559, 6119.790991, -0.000012, 2.804762, -0.000034, 3.000000, 0.000000, 0.190838
560, 6130.738739, 0.000040, 2.804520, 0.000110, 3.000000, 0.000000, 0.677213
561, 6141.686486, -0.000050, 2.805297, -0.000141, 3.000000, 0.000000, 0.361192
562, 6152.634234, 0.000065, 2.803932, 0.000182, 3.000000, 0.000000, 0.506401
563, 6163.581982, -0.000066, 2.805539, -0.000185, 3.000000, 0.000000, 0.531456
564, 6174.529730, 0.000063, 2.803718, 0.000178, 3.000000, 0.000000, 0.336229
565, 6185.477477, -0.000064, 2.805541, -0.000179, 3.000000, 0.000000, 0.701811
566, 6196.425225, 0.000057, 2.803585, 0.000159, 3.000000, 0.000000, 0.165966
567, 6207.372973, -0.000057, 2.805492, -0.000160, 3.000000, 0.000000, 0.868325
568, 6218.320721, 0.000041, 2.803647, 0.000115, 3.000000, 0.000000, 0.042429
569, 6229.268468, -0.000017, 2.804971, -0.000047, 3.000000, 0.000000, 0.825713
570, 6240.216216, -0.000021, 2.804401, -0.000060, 3.000000, 0.000000, 0.213058
571, 6251.163964, 0.000047, 2.803953, 0.000132, 3.000000, 0.000000, 0.655358
572, 6262.111712, -0.000054, 2.804882, -0.000151, 3.000000, 0.000000, 0.383595
573, 6273.059459, 0.000065, 2.803412, 0.000183, 3.000000, 0.000000, 0.484638
574, 6284.007207, -0.000066, 2.805072, -0.000185, 3.000000, 0.000000, 0.553859
575, 6294.954955, 0.000063, 2.803240, 0.000176, 3.000000, 0.000000, 0.313917
576, 6305.902703, -0.000063, 2.805074, -0.000176, 3.000000, 0.000000, 0.724122
577, 6316.850450, 0.000055, 2.803149, 0.000153, 3.000000, 0.000000, 0.144111
578, 6327.798198, -0.000056, 2.805060, -0.000156, 3.000000, 0.000000, 0.868416
579, 6338.745946, 0.000037, 2.803187, 0.000102, 3.000000, 0.000000, 0.065106
580, 6349.693694, -0.000008, 2.804342, -0.000022, 3.000000, 0.000000, 0.803036
581, 6360.641441, -0.000027, 2.804028, -0.000077, 3.000000, 0.000000, 0.235552
582, 6371.589189, 0.000053, 2.803340, 0.000148, 3.000000, 0.000000, 0.632590
583, 6382.536937, -0.000057, 2.804404, -0.000161, 3.000000, 0.000000, 0.405633
584, 6393.484685, 0.000066, 2.802902, 0.000185, 3.000000, 0.000000, 0.462783
585, 6404.432432, -0.000066, 2.804615, -0.000185, 3.000000, 0.000000, 0.575805
586, 6415.380180, 0.000062, 2.802738, 0.000173, 3.000000, 0.000000, 0.292154
587, 6426.327928, -0.000063, 2.804644, -0.000177, 3.000000, 0.000000, 0.746068
588, 6437.275676, 0.000056, 2.802662, 0.000157, 3.000000, 0.000000, 0.122165
589, 6448.223423, -0.000056, 2.804543, -0.000156, 3.000000, 0.000000, 0.867959
590, 6459.171171, 0.000031, 2.802824, 0.000088, 3.000000, 0.000000, 0.087326
591, 6470.118919, 0.000000, 2.803797, 0.000000, 3.000000, 0.000000, 0.780907
592, 6481.066667, -0.000034, 2.803633, -0.000095, 3.000000, 0.000000, 0.257773
593, 6492.014414, 0.000058, 2.802772, 0.000162, 3.000000, 0.000000, 0.610735
594, 6502.962162, -0.000059, 2.804040, -0.000166, 3.000000, 0.000000, 0.428127
595, 6513.909910, 0.000066, 2.802469, 0.000184, 3.000000, 0.000000, 0.440929
596, 6524.857658, -0.000066, 2.804237, -0.000185, 3.000000, 0.000000, 0.598299
597, 6535.805405, 0.000061, 2.802293, 0.000170, 3.000000, 0.000000, 0.270300
598, 6546.753153, -0.000062, 2.804122, -0.000173, 3.000000, 0.000000, 0.768471
599, 6557.700901, 0.000054, 2.802184, 0.000152, 3.000000, 0.000000, 0.099762
600, 6568.648649, -0.000052, 2.804066, -0.000146, 3.000000, 0.000000, 0.868325
601, 6579.596396, 0.000023, 2.802439, 0.000064, 3.000000, 0.000000, 0.109364
602, 6590.544144, 0.000010, 2.803163, 0.000027, 3.000000, 0.000000, 0.758687
603, 6601.491892, -0.000037, 2.803230, -0.000105, 3.000000, 0.000000, 0.279810
604, 6612.439640, 0.000060, 2.802278, 0.000168, 3.000000, 0.000000, 0.588515
605, 6623.387387, -0.000061, 2.803601, -0.000172, 3.000000, 0.000000, 0.450165
606, 6634.335135, 0.000066, 2.801954, 0.000184, 3.000000, 0.000000, 0.417703
607, 6645.282883, -0.000067, 2.803720, -0.000187, 3.000000, 0.000000, 0.620702
608, 6656.230631, 0.000061, 2.801861, 0.000170, 3.000000, 0.000000, 0.247531
609, 6667.178378, -0.000061, 2.803724, -0.000171, 3.000000, 0.000000, 0.791057
610, 6678.126126, 0.000054, 2.801723, 0.000150, 3.000000, 0.000000, 0.077176
611, 6689.073874, -0.000047, 2.803549, -0.000132, 3.000000, 0.000000, 0.868508
612, 6700.021622, 0.000013, 2.802101, 0.000035, 3.000000, 0.000000, 0.131675
613, 6710.969369, 0.000019, 2.802554, 0.000052, 3.000000, 0.000000, 0.736284
614, 6721.917117, -0.000041, 2.802814, -0.000115, 3.000000, 0.000000, 0.302396
615, 6732.864865, 0.000062, 2.801793, 0.000174, 3.000000, 0.000000, 0.566020
616, 6743.812613, -0.000064, 2.803212, -0.000178, 3.000000, 0.000000, 0.471836
617, 6754.760360, 0.000065, 2.801483, 0.000181, 3.000000, 0.000000, 0.395391
618, 6765.708108, -0.000064, 2.803231, -0.000180, 3.000000, 0.000000, 0.642831
619, 6776.655856, 0.000058, 2.801355, 0.000161, 3.000000, 0.000000, 0.224762
620, 6787.603604, -0.000058, 2.803209, -0.000163, 3.000000, 0.000000, 0.813369
621, 6798.551351, 0.000053, 2.801226, 0.000148, 3.000000, 0.000000, 0.054407
622, 6809.499099, -0.000042, 2.803014, -0.000117, 3.000000, 0.000000, 0.867685
623, 6820.446847, 0.000001, 2.801831, 0.000001, 3.000000, 0.000000, 0.154078
624, 6831.394595, 0.000029, 2.801950, 0.000082, 3.000000, 0.000000, 0.713606
625, 6842.342342, -0.000044, 2.802432, -0.000124, 3.000000, 0.000000, 0.323793
626, 6853.290090, 0.000063, 2.801262, 0.000177, 3.000000, 0.000000, 0.543892
627, 6864.237838, -0.000064, 2.802762, -0.000181, 3.000000, 0.000000, 0.494422
628, 6875.185586, 0.000065, 2.800994, 0.000181, 3.000000, 0.000000, 0.372805
629, 6886.133333, -0.000066, 2.802814, -0.000184, 3.000000, 0.000000, 0.664503
630, 6897.081081, 0.000058, 2.800917, 0.000163, 3.000000, 0.000000, 0.202816
631, 6908.028829, -0.000059, 2.802806, -0.000165, 3.000000, 0.000000, 0.835406
632, 6918.976577, 0.000054, 2.800706, 0.000151, 3.000000, 0.000000, 0.037857
633, 6929.924324, -0.000037, 2.802486, -0.000104, 3.000000, 0.000000, 0.861924
634, 6940.872072, -0.000008, 2.801436, -0.000022, 3.000000, 0.000000, 0.175933
635, 6951.819820, 0.000036, 2.801294, 0.000100, 3.000000, 0.000000, 0.691569
636, 6962.767568, -0.000048, 2.801958, -0.000134, 3.000000, 0.000000, 0.346653
637, 6973.715315, 0.000065, 2.800714, 0.000181, 3.000000, 0.000000, 0.521031
638, 6984.663063, -0.000066, 2.802269, -0.000185, 3.000000, 0.000000, 0.516825
639, 6995.610811, 0.000064, 2.800509, 0.000179, 3.000000, 0.000000, 0.350677
640, 7006.558559, -0.000063, 2.802331, -0.000178, 3.000000, 0.000000, 0.686723
641, 7017.506306, 0.000057, 2.800391, 0.000159, 3.000000, 0.000000, 0.181145
642, 7028.454054, -0.000057, 2.802267, -0.000161, 3.000000, 0.000000, 0.857809
643, 7039.401802, 0.000048, 2.800281, 0.000135, 3.000000, 0.000000, 0.040051
644, 7050.349550, -0.000027, 2.801862, -0.000077, 3.000000, 0.000000, 0.841258
645, 7061.297297, -0.000016, 2.801109, -0.000045, 3.000000, 0.000000, 0.198427
646, 7072.245045, 0.000042, 2.800787, 0.000119, 3.000000, 0.000000, 0.670812
647, 7083.192793, -0.000051, 2.801589, -0.000144, 3.000000, 0.000000, 0.369056
648, 7094.140541, 0.000066, 2.800185, 0.000183, 3.000000, 0.000000, 0.500732
649, 7105.088288, -0.000066, 2.801833, -0.000185, 3.000000, 0.000000, 0.539503
650, 7116.036036, 0.000063, 2.800027, 0.000176, 3.000000, 0.000000, 0.330377
651, 7126.983784, -0.000063, 2.801893, -0.000176, 3.000000, 0.000000, 0.710040
652, 7137.931532, 0.000057, 2.799889, 0.000159, 3.000000, 0.000000, 0.159839
653, 7148.879279, -0.000058, 2.801834, -0.000162, 3.000000, 0.000000, 0.869514
654, 7159.827027, 0.000043, 2.799864, 0.000119, 3.000000, 0.000000, 0.050658
655, 7170.774775, -0.000017, 2.801219, -0.000047, 3.000000, 0.000000, 0.819129
656, 7181.722523, -0.000025, 2.800728, -0.000070, 3.000000, 0.000000, 0.220373
657, 7192.670270, 0.000051, 2.800125, 0.000143, 3.000000, 0.000000, 0.647403
658, 7203.618018, -0.000055, 2.801159, -0.000154, 3.000000, 0.000000, 0.390911
659, 7214.565766, 0.000066, 2.799762, 0.000184, 3.000000, 0.000000, 0.476865
660, 7225.513514, -0.000066, 2.801450, -0.000186, 3.000000, 0.000000, 0.561266
661, 7236.461261, 0.000062, 2.799611, 0.000172, 3.000000, 0.000000, 0.306693
662, 7247.409009, -0.000061, 2.801425, -0.000172, 3.000000, 0.000000, 0.731712
663, 7258.356757, 0.000054, 2.799464, 0.000152, 3.000000, 0.000000, 0.136339
664, 7269.304505, -0.000055, 2.801376, -0.000155, 3.000000, 0.000000, 0.867776
665, 7280.252252, 0.000037, 2.799509, 0.000102, 3.000000, 0.000000, 0.071781
666, 7291.200000, 0.420194, -0.026156, -0.942074, 1.324159, 0.558797, 0.760333
667, 7302.147748, 0.731992, -2.285771, -1.673164, 0.000000, 1.000000, 0.241770
668, 7313.095495, 0.721492, -2.285079, -1.648670, 0.000000, 1.000000, 0.624909
669, 7324.043243, 0.712324, -2.276851, -1.621900, 0.000000, 1.000000, 0.412491
670, 7334.990991, 0.379300, -1.591808, -0.654529, 0.000000, 1.000000, 0.460863
