time (in 10s), voltage_device (mV), voltage_esp (mV)
355, 533.26261, 557
356, 534.852862, 538
357, 533.480108, 535
358, 531.223595, 551
359, 532.309175, 532
360, 532.889485, 541
361, 532.40037, 535
362, 531.749189, 538
363, 531.193912, 547
364, 532.416463, 554
365, 532.272458, 542
366, 533.679068, 536
367, 534.18088, 537
368, 532.626569, 535
369, 532.448471, 547
370, 531.606078, 554
371, 531.502604, 550
372, 530.603886, 542
373, 529.556811, 552
374, 528.371334, 534
375, 527.872026, 553
376, 527.516723, 557
377, 525.463164, 526
378, 525.494337, 538
379, 524.923205, 543
380, 522.181094, 551
381, 523.25511, 552
382, 523.351014, 541
383, 522.44848, 550
384, 521.973014, 554
385, 522.066891, 541
386, 521.498919, 549
387, 520.586193, 540
388, 520.442545, 549
389, 521.159172, 558
390, 521.553159, 528
391, 521.484137, 532
392, 521.998048, 529
393, 522.932768, 563
394, 522.952855, 551
395, 523.498535, 552
396, 523.585796, 547
397, 523.179293, 541
398, 524.413049, 547
399, 525.527835, 534
400, 524.039388, 555
401, 524.546146, 541
402, 525.911927, 549
403, 525.217175, 532
404, 525.612414, 543
405, 525.428176, 537
406, 526.049614, 547
407, 526.150286, 549
408, 527.277172, 550
409, 527.838111, 542
410, 528.600216, 536
411, 528.942347, 542
412, 528.10508, 531
413, 528.64778, 552
414, 529.514849, 535
415, 529.544473, 547
416, 529.226422, 544
417, 529.671788, 532
418, 529.613376, 537
419, 529.419661, 546
420, 531.135798, 546
421, 531.431437, 551
422, 531.1445, 551
423, 532.529891, 548
424, 531.912446, 537
425, 531.862855, 547
426, 532.641113, 563
427, 531.828523, 545
428, 533.443451, 534
429, 533.260405, 531
430, 532.562375, 544
431, 534.220457, 554
432, 533.61994, 547
433, 534.081399, 546
434, 533.747375, 543
435, 533.141315, 551
436, 533.679008, 553
437, 533.816755, 546
438, 532.88424, 529
439, 533.425272, 531
440, 535.2, 544
441, 535.219967, 554
442, 535.128891, 558
443, 535.337389, 547
444, 535.404444, 545
445, 535.641432, 531
446, 534.964502, 532
447, 535.245478, 545
448, 535.033703, 542
449, 534.519017, 550
450, 536.170185, 544
451, 537.345707, 551
452, 536.256969, 538
453, 535.934985, 551
454, 536.711216, 558
455, 537.157297, 563
456, 537.2473, 542
457, 536.44979, 551
458, 537.677705, 538
459, 539.072156, 547
460, 538.505256, 551
461, 539.451182, 542
462, 538.805962, 533
463, 537.807822, 543
464, 539.482474, 544
465, 539.280534, 542
466, 539.59918, 540
467, 540.374219, 545
468, 539.711654, 547
469, 539.879322, 536
470, 539.844394, 558
471, 539.85095, 533
472, 539.871573, 554
473, 541.384399, 550
474, 542.027771, 541
475, 540.576339, 547
476, 540.266812, 559
477, 540.352464, 530
478, 541.048408, 560
479, 540.616155, 531
480, 541.079044, 552
481, 541.393578, 540
482, 541.027129, 531
483, 541.199386, 538
484, 542.064607, 536
485, 541.863739, 538
486, 542.176843, 542
487, 542.227924, 538
488, 541.995645, 557
489, 542.145252, 554
490, 542.409122, 557
491, 542.934716, 539
492, 541.925371, 545
493, 542.311609, 534
494, 542.499542, 544
495, 542.215824, 545
496, 543.451607, 539
497, 543.113887, 551
498, 543.03664, 541
499, 542.94467, 541
500, 543.398023, 550
501, 543.631554, 557
502, 543.215871, 547
503, 543.00499, 539
504, 543.275476, 539
505, 543.519437, 528
506, 542.9883, 539
507, 542.935431, 553
508, 543.460071, 546
509, 542.922854, 557
510, 542.905986, 541
511, 543.511569, 546
512, 542.324424, 560
513, 543.215156, 558
514, 543.373108, 536
515, 542.30541, 554
516, 543.020487, 532
517, 542.269468, 552
518, 543.19042, 532
519, 543.60503, 554
520, 543.435276, 545
521, 544.166148, 547
522, 543.11794, 531
523, 543.573797, 539
524, 543.88988, 560
525, 543.222368, 550
526, 543.824375, 540
527, 544.051409, 543
528, 544.291973, 543
529, 543.977737, 533
530, 543.579757, 555
531, 543.480337, 539
532, 543.46329, 556
533, 544.323802, 554
534, 544.14916, 540
535, 543.438077, 543
536, 543.514729, 547
537, 543.664694, 551
538, 543.963015, 548
539, 543.781281, 549
540, 544.140041, 564
541, 544.290245, 551
542, 544.020951, 534
543, 543.970525, 536
544, 544.133425, 543
545, 544.333994, 537
546, 543.934345, 544
547, 544.054151, 550
548, 543.776393, 535
549, 544.262886, 537
550, 544.753134, 552
551, 544.314742, 552
552, 544.335783, 547
553, 544.40093, 535
554, 544.474483, 546
555, 544.386804, 543
556, 545.188844, 539
557, 545.272887, 552
558, 544.149101, 557
559, 544.714987, 545
560, 544.195116, 549
561, 544.54267, 543
562, 544.926524, 529
563, 543.866575, 537
564, 544.098139, 564
565, 544.81703, 548
566, 544.344366, 548
567, 543.779433, 541
568, 544.205785, 538
569, 544.447422, 536
570, 544.436097, 533
571, 544.732928, 532
572, 545.042455, 538
573, 544.683933, 533
574, 544.603884, 546
575, 544.667184, 543
576, 544.83813, 533
577, 544.166982, 564
578, 544.314563, 555
579, 544.773638, 541
580, 544.740558, 531
581, 544.405639, 541
582, 544.284463, 558
583, 544.587851, 543
584, 544.953883, 550
585, 545.102, 547
586, 544.643939, 533
587, 544.802547, 540
588, 544.563413, 559
589, 543.653905, 535
590, 544.107735, 546
591, 544.187307, 551
592, 543.717444, 549
593, 543.884039, 555
594, 543.949306, 526
595, 543.277264, 536
596, 543.822348, 552
597, 543.854892, 533
598, 543.751419, 548
599, 544.726193, 527
600, 545.378745, 532
601, 544.616997, 544
602, 543.635845, 550
603, 543.657899, 537
604, 543.268323, 561
605, 543.227196, 553
606, 543.087244, 545
607, 541.605294, 536
608, 540.292203, 550
609, 539.926648, 541
610, 539.685786, 548
611, 540.011287, 531
612, 539.639831, 543
613, 539.133251, 536
614, 539.591014, 536
615, 537.679255, 533
616, 539.165854, 549
617, 541.327596, 546
618, 538.202763, 522
619, 537.456214, 534
620, 537.097216, 544
621, 535.123885, 542
622, 534.646213, 539
623, 534.173608, 561
624, 534.266591, 538
625, 535.010695, 540
626, 535.416901, 536
627, 535.788596, 552
628, 536.986232, 533
629, 535.767972, 556
630, 535.508275, 541
631, 536.423981, 546
632, 536.439359, 554
633, 536.984086, 539
634, 535.854161, 544
635, 536.225021, 536
636, 536.717176, 542
637, 537.031293, 534
638, 536.882699, 537
639, 537.209511, 547
640, 537.380278, 532
641, 537.294388, 554
642, 538.81526, 547
643, 537.922621, 538
644, 537.438631, 539
645, 538.802862, 546
646, 538.298488, 549
647, 538.650215, 554
648, 538.469434, 541
649, 537.480116, 546
650, 538.203418, 541
651, 539.389551, 541
652, 539.026797, 535
653, 537.926257, 536
654, 538.031697, 542
655, 539.118886, 541
656, 538.954377, 544
657, 539.234757, 541
658, 539.868057, 540
659, 538.917303, 544
660, 539.576828, 532
661, 539.622784, 544
662, 540.292859, 539
663, 540.122032, 540
664, 539.778769, 555
665, 541.423142, 533
666, 540.816724, 550
667, 540.094972, 549
668, 540.507436, 550
669, 541.108251, 553
670, 540.490925, 546
671, 540.316761, 546
672, 541.080713, 545
673, 541.434944, 537
674, 541.600883, 543
675, 541.693449, 546
676, 541.810155, 552
677, 541.368961, 552
678, 541.366041, 534
679, 542.148948, 547
680, 541.95106, 542
681, 541.656017, 542
682, 542.123973, 549
683, 541.790545, 555
684, 541.793942, 548
685, 541.879058, 548
686, 541.218579, 552
687, 542.157829, 543
688, 542.786956, 533
689, 541.429758, 540
690, 541.59832, 543
691, 542.314708, 538
692, 541.480005, 556
693, 542.25111, 541
694, 542.393029, 536
695, 541.374445, 552
696, 541.417301, 539
697, 542.517424, 544
698, 543.03056, 539
699, 542.957604, 530
700, 541.807115, 551
701, 542.252123, 553
702, 542.56016, 546
703, 542.517781, 554
704, 542.638361, 551
705, 542.604327, 544
706, 543.249309, 536
707, 543.78283, 534
708, 544.782996, 545
709, 544.243276, 536
710, 544.234276, 554
711, 543.20389, 537
712, 543.324828, 548
713, 544.086874, 536
714, 542.318165, 531
715, 542.672873, 539
716, 543.41197, 543
717, 543.12551, 528
718, 543.351889, 566
719, 543.022573, 550
720, 542.548358, 527
721, 543.465793, 537
722, 543.735266, 552
723, 542.831361, 533
724, 543.856978, 561
725, 543.482542, 521
726, 543.88392, 579
727, 544.069886, 567
728, 543.679714, 566
729, 544.017553, 526
730, 543.879092, 533
731, 544.054389, 543
732, 543.818951, 537
733, 544.15983, 545
734, 544.23219, 538
735, 544.313908, 523
736, 543.775558, 548
737, 544.390798, 530
738, 544.768751, 542
739, 543.845475, 541
740, 544.03919, 557
741, 544.685304, 558
742, 544.278741, 530
743, 544.557571, 546
744, 544.574857, 537
745, 543.463826, 564
746, 543.911874, 535
747, 544.248879, 554
748, 544.31504, 535
749, 544.469595, 542
750, 544.336498, 535
751, 544.553936, 544
752, 544.169605, 545
753, 543.985486, 528
754, 544.630408, 540
755, 544.077754, 536
756, 543.934166, 537
757, 544.01803, 554
758, 544.029057, 543
759, 544.464111, 549
760, 543.877244, 534
761, 543.92916, 549
762, 544.921875, 559
763, 544.619322, 556
764, 544.606805, 555
765, 544.067323, 550
766, 544.281185, 539
767, 545.263708, 539
768, 545.039177, 547
769, 544.638395, 545
770, 544.484377, 538
771, 544.488609, 549
772, 544.629037, 539
773, 544.803977, 549
774, 545.155346, 535
775, 545.042694, 550
776, 544.70861, 547
777, 545.009017, 537
778, 544.689059, 536
779, 544.441521, 551
780, 544.469833, 531
781, 544.44623, 549
782, 544.790864, 553
783, 544.715643, 541
784, 544.160485, 555
785, 544.381678, 550
786, 543.764412, 554
787, 543.875456, 551
788, 544.834554, 542
789, 544.550061, 548
790, 544.278979, 549
791, 544.052899, 530
792, 543.953419, 533
793, 544.252694, 537
794, 544.946015, 528
795, 544.620395, 543
796, 544.107139, 544
797, 544.596374, 547
798, 544.628561, 547
799, 545.387805, 554
