time (in 10s), voltage_device (mV), voltage_esp (mV)
136, 547.081828, 572
137, 547.255218, 492
138, 546.95189, 498
139, 546.731353, 491
140, 546.994269, 549
141, 547.254622, 555
142, 546.905577, 581
143, 546.785295, 533
144, 546.646655, 529
145, 547.174633, 609
146, 547.077417, 524
147, 546.450257, 515
148, 546.463132, 556
149, 546.796799, 584
150, 546.639025, 581
151, 546.356201, 510
152, 546.899974, 529
153, 546.622038, 569
154, 546.868145, 543
155, 547.212899, 526
156, 546.63384, 511
157, 546.549916, 559
158, 547.114491, 551
159, 546.707034, 539
160, 545.768797, 584
161, 545.813799, 561
162, 545.616448, 521
163, 545.6779, 558
164, 545.694113, 518
165, 544.744313, 507
166, 544.36779, 599
167, 543.818653, 499
168, 543.028891, 597
169, 544.113398, 485
170, 543.226838, 510
171, 543.325305, 511
172, 543.803334, 542
173, 542.910516, 587
174, 543.87778, 565
175, 543.242574, 572
176, 544.095635, 526
177, 544.967651, 594
178, 543.867946, 577
179, 543.236077, 584
180, 543.281972, 569
181, 543.132722, 584
182, 543.890774, 542
183, 544.492662, 551
184, 543.452263, 549
185, 543.963432, 505
186, 543.870568, 569
187, 544.006169, 585
188, 544.893146, 565
189, 544.525027, 616
190, 544.160008, 482
191, 543.916762, 568
192, 544.499874, 533
193, 544.723213, 562
194, 544.365346, 613
195, 544.315279, 539
196, 543.648362, 496
197, 543.551266, 558
198, 543.160796, 502
199, 542.224348, 521
200, 542.38075, 578
201, 541.188538, 529
202, 540.392101, 511
203, 540.14039, 523
204, 539.607942, 540
205, 538.802862, 495
206, 539.860964, 615
207, 541.411698, 537
208, 541.45956, 565
209, 539.990962, 491
210, 538.852334, 536
211, 540.328085, 533
212, 540.861428, 571
213, 540.767312, 539
214, 541.321099, 590
215, 540.561855, 559
216, 541.989625, 575
217, 542.575061, 511
218, 542.55861, 476
219, 543.357551, 491
220, 541.940153, 508
221, 542.442679, 613
222, 543.162167, 482
223, 542.449653, 498
224, 542.707503, 594
225, 542.814255, 521
226, 543.277383, 501
227, 542.850256, 526
228, 543.058693, 516
229, 544.059277, 542
230, 543.726563, 546
231, 543.219686, 504
232, 543.200791, 529
233, 543.979943, 515
234, 544.789016, 581
235, 543.952644, 536
236, 542.882502, 478
237, 543.30194, 558
238, 542.910576, 538
239, 541.790187, 590
240, 542.027414, 572
241, 541.07815, 527
242, 541.015327, 512
243, 542.084873, 511
244, 541.735768, 479
245, 541.892052, 558
246, 542.621672, 549
247, 542.009115, 562
248, 540.297508, 563
249, 540.731668, 533
250, 541.472912, 591
251, 540.691316, 572
252, 540.384591, 539
253, 541.264832, 527
254, 541.298091, 565
255, 540.673018, 580
256, 540.369689, 575
257, 539.239109, 561
258, 538.263738, 594
259, 538.044453, 545
260, 537.347019, 508
261, 537.035346, 540
262, 536.525071, 521
263, 537.135482, 491
264, 537.922382, 558
265, 536.575496, 529
266, 536.755443, 495
267, 537.879229, 609
268, 536.430061, 518
269, 536.529303, 529
270, 537.181973, 597
271, 536.664009, 523
272, 537.056327, 521
273, 536.385953, 585
274, 536.284208, 600
275, 536.824644, 549
276, 537.335515, 498
277, 537.322819, 568
278, 537.788093, 511
279, 537.744343, 578
280, 537.81575, 591
281, 537.631035, 515
282, 537.317395, 522
283, 538.71721, 511
284, 538.625419, 523
285, 538.623154, 533
286, 538.543165, 578
287, 538.457274, 504
288, 539.400518, 565
289, 539.584041, 578
290, 539.748907, 562
291, 539.962947, 542
292, 539.784968, 502
293, 539.589703, 518
294, 539.835215, 615
295, 539.574921, 525
296, 540.401161, 508
297, 540.207326, 574
298, 540.089428, 533
299, 540.361524, 615
300, 541.10384, 569
301, 540.455103, 569
302, 540.776551, 606
303, 541.900098, 590
304, 541.436255, 512
305, 541.560233, 558
306, 541.89086, 587
307, 541.899562, 502
308, 541.847825, 549
309, 542.565227, 568
310, 542.537391, 603
311, 542.105258, 489
312, 542.043984, 580
313, 542.643011, 523
314, 542.788982, 546
315, 542.362869, 549
316, 542.827308, 539
317, 543.219507, 517
318, 542.924166, 501
319, 543.842614, 594
320, 544.517338, 561
321, 543.957353, 546
322, 544.22009, 608
323, 544.068992, 546
324, 544.395804, 526
325, 544.513404, 565
326, 544.23064, 587
327, 544.177353, 485
328, 544.225872, 521
329, 544.965684, 517
330, 544.575334, 565
331, 545.097947, 508
332, 544.932485, 551
333, 544.97385, 590
334, 544.766009, 555
335, 545.043051, 536
336, 545.431376, 588
337, 544.712901, 518
338, 545.20756, 565
339, 545.265734, 523
340, 544.879436, 556
341, 544.907987, 555
342, 545.35234, 546
343, 545.59499, 554
344, 545.190275, 530
345, 544.690371, 501
346, 544.6859, 492
347, 544.71904, 508
348, 544.966757, 564
349, 545.302391, 591
350, 545.522273, 569
351, 544.594646, 521
352, 544.55477, 492
353, 545.27396, 555
354, 545.922339, 548
355, 545.745671, 498
356, 545.420527, 587
357, 545.441926, 532
358, 545.681775, 523
359, 545.387566, 581
360, 545.46541, 495
361, 545.748174, 517
362, 545.913815, 558
363, 545.974076, 562
364, 545.295894, 568
365, 546.011925, 523
366, 545.689285, 578
367, 545.136273, 533
368, 545.662105, 499
369, 545.972466, 505
370, 545.69608, 467
371, 545.897663, 520
372, 546.630502, 551
373, 546.19509, 561
374, 545.603454, 548
375, 546.145856, 548
376, 546.513557, 514
377, 546.539605, 533
378, 546.34428, 545
379, 546.119809, 590
380, 546.202779, 539
381, 545.798063, 556
382, 545.569837, 502
383, 546.218932, 562
384, 546.660066, 549
385, 546.891391, 542
386, 546.362102, 571
387, 545.507789, 558
388, 546.033263, 561
389, 546.507955, 575
390, 546.498179, 600
391, 546.544135, 488
392, 545.821011, 628
393, 545.815706, 502
394, 546.554506, 558
395, 546.983302, 508
396, 546.702445, 548
397, 546.974421, 582
398, 547.009587, 545
399, 546.951175, 521
400, 546.570599, 546
401, 546.311438, 488
402, 546.567321, 537
403, 545.683086, 574
404, 546.783805, 504
405, 546.286285, 569
406, 545.79103, 535
407, 546.362102, 539
408, 545.357704, 470
409, 545.375943, 590
410, 545.332134, 545
411, 544.525683, 517
412, 544.346571, 527
413, 544.027448, 631
414, 543.976605, 492
415, 543.303013, 536
416, 541.55463, 533
417, 541.18365, 596
418, 541.067779, 598
419, 540.53545, 539
420, 540.507495, 598
421, 539.431512, 543
422, 538.839698, 587
423, 539.15441, 486
424, 540.390134, 586
425, 540.669441, 546
426, 539.021015, 558
427, 539.271235, 555
428, 540.53551, 545
429, 540.504277, 508
430, 541.00877, 554
431, 541.015446, 511
432, 540.872693, 533
433, 541.131794, 533
434, 541.015029, 562
435, 541.289747, 511
436, 541.625798, 515
437, 541.616559, 564
438, 541.476429, 572
439, 541.038394, 559
440, 542.899311, 577
441, 542.821944, 572
442, 541.412532, 510
443, 542.556882, 514
444, 543.61558, 539
445, 542.58728, 568
446, 542.186618, 480
447, 542.82552, 511
448, 542.952359, 529
449, 542.196274, 571
450, 543.406546, 508
451, 543.033957, 491
452, 543.105841, 571
453, 543.590844, 529
454, 543.434143, 553
455, 543.995202, 499
456, 543.552279, 498
457, 544.00444, 587
458, 544.116497, 489
459, 543.997347, 585
460, 544.439793, 606
461, 544.310212, 554
462, 544.381678, 602
463, 543.951392, 529
464, 543.632865, 606
465, 544.162214, 507
466, 544.327676, 568
467, 544.133902, 545
468, 544.239044, 562
469, 544.294059, 482
470, 544.226348, 517
471, 545.180738, 548
472, 544.730365, 546
473, 544.323623, 575
474, 544.242382, 579
475, 544.775009, 540
476, 544.884861, 571
477, 544.300079, 572
478, 544.476986, 575
479, 545.08996, 521
480, 545.009613, 523
481, 544.793904, 562
482, 544.16281, 609
483, 544.474781, 597
484, 544.74473, 501
485, 545.000851, 555
486, 545.228899, 533
487, 544.451773, 542
488, 544.534028, 582
489, 545.014679, 510
490, 545.118809, 590
491, 544.820726, 540
492, 544.292331, 583
493, 544.687212, 533
494, 545.164883, 600
495, 544.921935, 571
496, 544.866025, 522
497, 545.603991, 568
498, 545.284331, 499
499, 545.104802, 499
500, 545.758545, 562
501, 545.118153, 585
502, 545.178473, 583
503, 545.525432, 564
504, 544.667363, 549
505, 545.055032, 536
506, 545.357466, 556
507, 545.083463, 546
508, 545.669854, 535
509, 545.63421, 542
510, 545.048833, 532
511, 545.016587, 584
512, 545.366764, 575
513, 545.432031, 529
514, 545.649886, 558
515, 545.804679, 514
516, 545.359373, 616
517, 544.936478, 492
518, 545.349061, 578
519, 545.984328, 577
520, 545.679092, 533
521, 545.249403, 565
522, 545.633435, 510
523, 546.107173, 538
524, 545.888364, 606
525, 545.959115, 556
526, 545.695722, 548
527, 544.892073, 540
528, 545.515716, 521
529, 546.48149, 501
530, 545.93277, 570
531, 545.217752, 581
532, 545.798779, 596
533, 546.253085, 585
534, 545.698345, 608
535, 545.662045, 577
536, 546.375811, 501
537, 546.131134, 504
538, 546.233594, 559
539, 546.581447, 538
540, 545.952559, 555
541, 546.306074, 584
542, 546.44537, 540
543, 546.203792, 585
544, 546.005964, 578
545, 546.568513, 564
546, 546.644092, 591
547, 546.157598, 600
548, 546.083689, 497
549, 546.403944, 509
550, 546.733856, 511
551, 546.074927, 546
552, 546.498239, 479
553, 546.512842, 562
554, 546.115041, 523
555, 545.933604, 550
556, 545.745969, 580
557, 546.190739, 588
558, 546.155751, 591
559, 546.741724, 593
560, 546.576083, 598
561, 546.000302, 606
562, 546.421111, 533
563, 546.177506, 486
564, 546.459496, 612
565, 546.795905, 582
566, 546.326697, 603
567, 546.574473, 562
568, 546.464324, 498
569, 546.204567, 526
570, 545.252264, 613
571, 546.194434, 536
572, 547.350407, 548
573, 546.479285, 532
574, 545.567453, 508
575, 545.657873, 527
576, 546.316624, 568
577, 546.482563, 577
578, 545.691907, 575
579, 545.716226, 563
580, 546.096087, 575
581, 545.859635, 593
582, 545.737624, 522
583, 545.491755, 583
584, 545.707166, 521
585, 546.120405, 568
586, 546.65488, 486
587, 546.686888, 571
588, 546.423435, 542
589, 546.347857, 583
590, 545.789957, 588
591, 545.708776, 608
592, 546.308637, 571
593, 545.824885, 530
594, 546.051383, 575
595, 545.50159, 593
596, 545.815229, 505
597, 546.961129, 537
598, 546.441674, 559
599, 546.497822, 517
600, 546.165049, 500
601, 545.997202, 581
602, 546.287417, 558
603, 546.490788, 530
604, 546.415269, 530
605, 546.129286, 511
606, 546.212733, 574
607, 546.332359, 588
608, 546.609163, 514
609, 546.782255, 485
610, 546.870232, 507
611, 546.921849, 572
612, 546.338022, 520
613, 545.9705, 539
614, 546.520114, 593
615, 547.18864, 522
616, 546.447933, 517
617, 546.282709, 588
618, 546.850324, 545
619, 546.115279, 535
620, 546.245754, 532
621, 546.48006, 529
622, 546.827435, 564
623, 546.420455, 578
624, 546.41211, 558
625, 546.471477, 546
626, 546.417773, 545
627, 546.53728, 546
628, 546.016157, 591
629, 546.026945, 591
630, 546.003044, 562
631, 546.410263, 605
632, 545.866311, 562
633, 546.196103, 566
634, 546.256185, 545
635, 546.16338, 517
636, 546.352446, 512
637, 545.614481, 590
638, 546.172917, 546
639, 546.33683, 520
640, 545.566738, 568
641, 546.242893, 501
642, 545.519888, 542
643, 545.313954, 527
644, 545.746684, 562
645, 545.363367, 512
646, 546.818137, 594
647, 546.529472, 542
648, 545.389473, 530
649, 545.502663, 508
650, 545.183003, 593
651, 545.559525, 572
652, 544.855773, 571
653, 543.813527, 511
654, 543.926001, 521
655, 543.12861, 562
656, 542.895734, 572
657, 543.564796, 571
658, 542.021453, 498
659, 540.457547, 567
660, 539.866924, 546
661, 537.641704, 541
662, 536.30805, 569
663, 537.48101, 539
664, 537.032187, 539
665, 535.057962, 552
666, 534.197748, 565
667, 533.072174, 584
668, 532.284617, 498
669, 531.633556, 558
670, 529.472053, 599
671, 529.084146, 463
672, 529.703081, 501
673, 529.736459, 575
674, 528.377116, 517
675, 528.551161, 515
676, 529.057443, 507
677, 528.537869, 515
678, 529.739738, 574
679, 528.584242, 593
680, 530.399144, 552
681, 531.16399, 498
682, 528.078794, 593
683, 528.242707, 552
684, 529.312253, 594
685, 530.035496, 549
686, 530.218482, 562
687, 530.121744, 517
688, 530.756474, 561
689, 529.767156, 543
690, 529.369354, 593
691, 530.158401, 594
692, 529.281497, 593
693, 529.742599, 548
694, 530.602396, 608
695, 529.399633, 578
696, 529.680729, 526
697, 531.035542, 499
698, 531.166255, 511
699, 531.154692, 526
700, 531.567097, 482
701, 531.260371, 548
702, 530.773818, 529
703, 531.497657, 580
704, 531.463742, 552
705, 530.425549, 574
706, 531.489134, 561
707, 532.255232, 523
708, 530.854464, 501
709, 531.143785, 559
710, 530.953288, 539
711, 531.279981, 568
712, 533.571541, 514
713, 532.1455, 580
714, 530.207872, 511
715, 530.713856, 559
716, 531.150579, 575
717, 532.12148, 539
718, 531.140864, 571
719, 531.765759, 602
720, 531.872034, 571
721, 531.941533, 499
722, 534.018338, 558
723, 533.132911, 545
724, 533.473849, 568
725, 535.505533, 591
726, 534.187615, 486
727, 534.831345, 482
728, 534.046352, 529
729, 533.553958, 545
730, 534.214258, 533
731, 534.405529, 514
732, 535.755038, 580
733, 535.420775, 476
734, 534.947097, 533
735, 535.407662, 581
736, 534.758687, 535
737, 534.582317, 568
738, 535.712719, 590
739, 536.173165, 499
740, 534.986615, 545
741, 534.911692, 508
742, 534.164786, 482
743, 533.231616, 578
744, 531.702459, 558
745, 530.806422, 594
746, 530.012429, 539
747, 528.905272, 558
748, 529.531181, 581
749, 529.674292, 580
750, 529.580295, 504
751, 529.975653, 568
752, 529.511929, 605
753, 530.494809, 556
754, 530.460954, 555
755, 529.313982, 609
756, 529.606998, 587
757, 529.169202, 523
758, 528.192401, 525
759, 527.669311, 552
760, 528.623462, 532
761, 528.354645, 545
762, 528.550863, 562
763, 530.739427, 612
764, 529.879212, 498
765, 528.813124, 529
766, 529.086888, 606
767, 529.726744, 472
768, 530.339599, 594
769, 530.400634, 597
770, 530.249059, 492
771, 528.594911, 515
772, 526.899993, 559
773, 526.802957, 501
774, 525.318265, 475
775, 524.99789, 565
776, 526.14677, 610
777, 524.825692, 514
778, 525.053024, 571
779, 526.000619, 545
780, 524.526358, 511
781, 525.213122, 502
782, 527.162611, 571
783, 525.740683, 590
784, 524.537981, 505
785, 525.196016, 581
786, 525.74122, 601
787, 526.356101, 555
788, 527.181208, 555
789, 525.122464, 473
790, 524.268329, 577
791, 523.507297, 508
792, 522.41528, 540
793, 521.97367, 498
794, 521.161437, 581
795, 519.77092, 612
796, 518.850029, 619
797, 517.271399, 565
798, 516.471088, 568
799, 516.189396, 571
