time (in 10s), voltage_device (mV), voltage_esp (mV)
154, 539.172053, 537
155, 539.306223, 538
156, 538.861692, 544
157, 539.36857, 535
158, 539.22385, 538
159, 539.637029, 557
160, 539.288402, 541
161, 538.801193, 558
162, 539.157987, 552
163, 538.766563, 547
164, 538.129985, 550
165, 538.198948, 547
166, 538.378358, 548
167, 537.113309, 555
168, 536.936581, 545
169, 538.823366, 547
170, 538.855314, 537
171, 538.047731, 542
172, 538.612604, 542
173, 537.794411, 548
174, 537.708461, 528
175, 539.168, 547
176, 538.751364, 531
177, 538.443506, 546
178, 538.221896, 543
179, 537.725389, 542
180, 538.214743, 551
181, 538.379729, 551
182, 538.836598, 538
183, 539.555371, 544
184, 539.151311, 550
185, 538.122773, 545
186, 537.551105, 552
187, 539.103687, 556
188, 539.679587, 545
189, 538.442969, 559
190, 538.752854, 523
191, 539.783537, 544
192, 539.217353, 549
193, 539.75594, 546
194, 541.068435, 542
195, 539.67762, 545
196, 540.010154, 538
197, 540.707588, 551
198, 540.416539, 538
199, 540.828705, 554
200, 540.873528, 541
201, 539.569378, 539
202, 540.270746, 549
203, 540.386915, 544
204, 540.042758, 544
205, 539.856434, 530
206, 539.281368, 550
207, 539.618433, 536
208, 540.170848, 536
209, 538.694024, 548
210, 538.671792, 550
211, 539.058745, 549
212, 538.946688, 557
213, 539.814591, 543
214, 539.178908, 539
215, 539.101601, 533
216, 538.444698, 550
217, 538.369954, 539
218, 539.130628, 546
219, 537.746072, 545
220, 538.480878, 553
221, 538.683474, 538
222, 538.494706, 545
223, 539.792001, 547
224, 539.656103, 547
225, 539.650261, 558
226, 539.777935, 529
227, 539.024293, 554
228, 539.299428, 543
229, 539.891183, 534
230, 539.628267, 550
231, 538.620353, 527
232, 539.691567, 557
233, 540.553391, 549
234, 540.100873, 551
235, 540.559649, 544
236, 540.191233, 536
237, 539.812922, 535
238, 539.478481, 553
239, 539.189517, 545
240, 539.636016, 537
241, 539.33394, 535
242, 539.754212, 543
243, 539.280355, 534
244, 539.141834, 551
245, 539.548516, 543
246, 539.007306, 554
247, 539.451838, 543
248, 539.560258, 549
249, 538.735569, 536
250, 538.644195, 541
251, 538.741231, 546
252, 539.544582, 554
253, 539.058089, 556
254, 537.816286, 537
255, 536.778569, 558
256, 536.50564, 534
257, 535.192549, 551
258, 534.096599, 532
259, 533.999205, 547
260, 533.586621, 544
261, 531.529188, 546
262, 529.340744, 545
263, 528.465629, 540
264, 527.892411, 546
265, 527.566731, 539
266, 525.944769, 536
267, 524.625123, 546
268, 524.201214, 536
269, 522.675097, 537
270, 521.488845, 529
271, 519.538701, 531
272, 520.308614, 533
273, 520.682216, 535
274, 518.000007, 539
275, 517.752945, 545
276, 518.968582, 552
277, 518.631279, 535
278, 519.983172, 540
279, 519.939244, 535
280, 518.671691, 564
281, 518.965244, 535
282, 518.933773, 546
283, 519.21767, 552
284, 519.506454, 537
285, 518.385887, 551
286, 516.354024, 535
287, 516.488314, 541
288, 517.296731, 555
289, 517.22461, 539
290, 518.563867, 529
291, 516.513228, 546
292, 514.490128, 532
293, 516.113162, 543
294, 516.289115, 553
295, 516.334474, 548
296, 515.586734, 548
297, 517.017841, 559
298, 517.85332, 537
299, 517.327785, 539
300, 517.421663, 533
301, 516.607285, 567
302, 518.696725, 545
303, 518.944561, 542
304, 517.237484, 544
305, 516.667247, 547
306, 513.534904, 530
307, 513.924241, 553
308, 515.070677, 558
309, 515.801489, 550
310, 515.725315, 539
311, 512.465298, 542
312, 514.733076, 557
313, 514.63753, 545
314, 515.234411, 539
315, 515.805304, 541
316, 513.902366, 534
317, 515.247703, 541
318, 515.533507, 532
319, 515.61588, 539
320, 516.320467, 542
321, 515.491366, 553
322, 515.919805, 551
323, 516.756177, 540
324, 516.46775, 556
325, 515.715897, 554
326, 517.327249, 560
327, 517.912507, 556
328, 515.945852, 542
329, 517.828822, 527
330, 519.754708, 528
331, 518.344283, 554
332, 518.775284, 532
333, 519.513965, 532
334, 518.582106, 552
335, 518.633425, 536
336, 519.305527, 538
337, 519.388616, 533
338, 517.781436, 552
339, 517.919958, 550
340, 519.44536, 554
341, 519.880354, 531
342, 518.969655, 554
343, 519.050121, 541
344, 519.241214, 530
345, 518.674135, 548
346, 519.845903, 526
347, 519.073486, 554
348, 519.027591, 541
349, 520.18106, 551
350, 520.794332, 558
351, 519.754052, 560
352, 520.383358, 550
353, 519.423485, 544
354, 519.389212, 539
355, 520.821214, 556
356, 519.744217, 551
357, 518.749237, 525
358, 519.228041, 549
359, 519.690335, 543
360, 520.507932, 542
361, 520.612061, 530
362, 519.628167, 559
363, 520.942807, 550
364, 520.390153, 558
365, 520.312786, 554
366, 520.405412, 558
367, 520.331323, 554
368, 520.570397, 558
369, 519.104242, 554
370, 520.779848, 528
371, 521.433175, 535
372, 521.235347, 545
373, 521.766782, 545
374, 521.7399, 548
375, 522.294402, 551
376, 522.886574, 553
377, 522.788763, 551
378, 522.721708, 547
379, 523.188889, 552
380, 522.403598, 548
381, 520.729065, 536
382, 521.026313, 534
383, 521.354318, 525
384, 521.192968, 540
385, 522.675037, 549
386, 522.253275, 551
387, 520.766377, 540
388, 521.15345, 530
389, 522.813439, 536
390, 521.908343, 524
391, 522.025883, 540
392, 523.853481, 532
393, 522.66407, 550
394, 522.350907, 541
395, 521.866739, 536
396, 522.740245, 531
397, 523.987174, 543
398, 523.383975, 557
399, 523.163259, 558
400, 522.976279, 550
401, 524.250865, 535
402, 522.997797, 552
403, 523.387253, 550
404, 524.975717, 539
405, 522.543311, 541
406, 523.36508, 545
407, 524.460077, 541
408, 523.818672, 541
409, 524.144351, 563
410, 523.935139, 537
411, 523.763657, 552
412, 523.139656, 562
413, 522.418559, 547
414, 523.467898, 538
415, 523.049355, 545
416, 523.216367, 529
417, 524.711311, 555
418, 523.022532, 543
419, 523.9712, 558
420, 524.536371, 526
421, 522.57061, 551
422, 522.659302, 548
423, 524.280787, 551
424, 524.458587, 555
425, 523.459375, 552
426, 523.382366, 551
427, 524.022281, 542
428, 523.703218, 543
429, 521.704793, 539
430, 523.903668, 529
431, 525.072098, 537
432, 524.17171, 552
433, 523.780048, 538
434, 523.859024, 531
435, 523.63956, 558
436, 524.540126, 547
437, 525.483072, 547
438, 523.395598, 544
439, 522.910714, 539
440, 524.030268, 533
441, 525.223315, 533
442, 524.758577, 552
443, 523.999035, 524
444, 524.50943, 555
445, 524.51086, 556
446, 523.571074, 548
447, 524.622619, 539
448, 525.068343, 550
449, 524.564564, 539
450, 523.643196, 538
451, 521.703959, 547
452, 519.964695, 553
453, 521.355867, 541
454, 521.276295, 536
455, 520.09964, 544
456, 519.860625, 547
457, 517.498016, 539
458, 517.985284, 550
459, 516.887367, 545
460, 515.027285, 538
461, 515.860379, 552
462, 515.106499, 544
463, 512.078941, 545
464, 511.451006, 536
465, 511.560619, 547
466, 508.8166, 548
467, 507.904887, 556
468, 508.034647, 531
469, 506.532013, 534
470, 504.836917, 551
471, 504.848957, 553
472, 503.504395, 549
473, 503.351033, 550
474, 505.538762, 540
475, 505.672932, 536
476, 505.120814, 535
477, 504.592001, 539
478, 502.749324, 541
479, 502.011061, 542
480, 501.995265, 540
481, 500.584066, 538
482, 499.911606, 540
483, 499.051958, 537
484, 498.541653, 537
485, 498.137444, 541
486, 496.551871, 568
487, 495.175809, 547
488, 495.298684, 541
489, 494.0584, 536
490, 493.285805, 534
491, 493.854463, 552
492, 491.112441, 548
493, 490.55481, 555
494, 490.525663, 553
495, 489.02452, 543
496, 489.152879, 533
497, 486.811012, 540
498, 485.778421, 560
499, 486.555159, 552
500, 485.439092, 550
501, 487.034917, 554
502, 488.24504, 541
503, 486.605138, 538
504, 488.019735, 553
505, 488.629669, 549
506, 487.498403, 557
507, 489.094108, 547
508, 489.779651, 543
509, 489.291042, 562
510, 489.86885, 541
511, 490.721822, 527
512, 489.459276, 561
513, 489.839911, 543
514, 489.435852, 555
515, 488.356322, 551
516, 490.080595, 528
517, 490.164578, 551
518, 490.335792, 545
519, 492.059648, 546
520, 491.632611, 554
521, 493.416756, 553
522, 493.484944, 541
523, 493.299365, 550
524, 494.044721, 555
525, 493.67553, 536
526, 494.640112, 541
527, 495.957524, 553
528, 496.076256, 532
529, 495.021731, 548
530, 495.879591, 553
531, 496.993512, 550
532, 497.408777, 546
533, 498.129576, 556
534, 498.810977, 542
535, 497.909933, 533
536, 498.975009, 530
537, 499.281585, 537
538, 498.543441, 540
539, 499.52966, 549
540, 499.131203, 545
541, 499.690503, 538
542, 501.07199, 537
543, 500.237226, 541
544, 500.386417, 541
545, 501.157641, 539
546, 501.073718, 543
547, 501.821101, 546
548, 501.100719, 545
549, 501.308441, 562
550, 502.982795, 543
551, 503.672183, 545
552, 502.533734, 550
553, 502.617121, 546
554, 503.280997, 534
555, 502.491117, 551
556, 503.906488, 537
557, 503.532708, 547
558, 503.397226, 537
559, 505.704582, 543
560, 504.856527, 536
561, 505.016327, 540
562, 505.852222, 559
563, 506.603718, 549
564, 505.999982, 528
565, 505.963683, 535
566, 506.994188, 537
567, 506.150424, 543
568, 507.032156, 559
569, 507.069886, 563
570, 507.522523, 536
571, 508.128881, 550
572, 508.071423, 549
573, 508.958817, 565
574, 509.047508, 540
575, 508.546293, 538
576, 509.552121, 534
577, 510.551929, 536
578, 510.673106, 533
579, 510.551691, 555
580, 511.268854, 557
581, 511.391401, 548
582, 511.155725, 554
583, 511.434615, 552
584, 511.134207, 521
585, 512.695432, 535
586, 513.729751, 548
587, 512.512445, 562
588, 511.952281, 548
589, 512.949705, 532
590, 513.708055, 553
591, 513.293147, 549
592, 513.649464, 546
593, 514.247894, 542
594, 513.845146, 566
595, 513.067544, 541
596, 513.685226, 521
597, 515.040517, 531
598, 514.657319, 542
599, 515.243471, 542
600, 516.577005, 546
601, 515.863121, 551
602, 515.797257, 559
603, 516.199648, 550
604, 515.78176, 541
605, 516.345203, 548
606, 516.754568, 543
607, 515.809357, 541
608, 516.242325, 535
609, 516.301811, 551
610, 516.160786, 523
611, 517.333329, 548
612, 517.897964, 537
613, 516.116381, 535
614, 516.333044, 535
615, 517.183602, 558
616, 518.002629, 553
617, 517.987549, 555
618, 515.960932, 558
619, 516.98488, 544
620, 517.799437, 547
621, 518.249512, 534
622, 518.929303, 536
623, 519.105315, 560
624, 519.046962, 541
625, 518.46683, 534
626, 519.776225, 555
627, 519.540668, 540
628, 519.464433, 545
629, 520.503044, 529
630, 519.806921, 548
631, 520.272911, 556
632, 521.992028, 543
633, 521.420002, 543
634, 521.026015, 549
635, 522.439539, 538
636, 522.417963, 555
637, 521.510124, 551
638, 521.872461, 536
639, 522.372246, 539
640, 522.253513, 549
641, 521.901548, 563
642, 523.78577, 529
643, 523.649454, 545
644, 523.034573, 554
645, 523.843229, 536
646, 523.256958, 551
647, 523.997009, 560
648, 524.297833, 544
649, 523.221433, 550
650, 523.836434, 562
651, 524.220347, 544
652, 523.803592, 534
653, 523.975551, 549
654, 523.608029, 546
655, 523.883998, 552
656, 524.411261, 538
657, 523.516417, 556
658, 522.669196, 549
659, 523.621976, 548
660, 524.172843, 541
661, 523.482382, 546
662, 524.63454, 544
663, 524.651289, 539
664, 523.224235, 550
665, 523.869753, 527
666, 523.213089, 557
667, 523.173153, 541
668, 524.773479, 541
669, 522.752643, 537
670, 522.843421, 533
671, 523.84758, 535
672, 524.787247, 541
673, 525.514305, 551
674, 523.949623, 547
675, 524.510384, 537
676, 525.443673, 541
677, 523.906589, 530
678, 525.371492, 553
679, 525.659263, 531
680, 524.948597, 536
681, 525.618315, 560
682, 525.382817, 531
683, 525.011361, 545
684, 524.117172, 543
685, 524.978936, 557
686, 524.213016, 545
687, 525.425375, 545
688, 525.683105, 543
689, 525.261402, 537
690, 525.948405, 531
691, 525.516927, 537
692, 526.421428, 551
693, 525.010109, 538
694, 525.015652, 544
695, 527.218163, 555
696, 525.654197, 534
697, 525.91306, 534
698, 526.524484, 553
699, 526.728868, 549
700, 527.70555, 533
701, 527.027667, 561
702, 526.914537, 532
703, 528.971553, 552
704, 529.058039, 547
705, 528.151035, 564
706, 527.973056, 558
707, 527.738154, 557
708, 527.135849, 556
709, 527.710676, 546
710, 528.090954, 521
711, 528.121471, 553
712, 529.527605, 540
713, 529.328227, 531
714, 528.095603, 548
715, 528.205276, 542
716, 528.278768, 532
717, 528.086424, 547
718, 529.56003, 552
719, 529.511511, 553
720, 527.850389, 555
721, 528.858602, 542
722, 529.159248, 541
723, 529.3805, 546
724, 530.53093, 544
725, 529.140532, 555
726, 528.882325, 539
727, 529.990435, 545
728, 529.769778, 534
729, 529.470205, 553
730, 530.227959, 539
731, 530.460119, 534
732, 529.790998, 566
733, 530.670464, 528
734, 532.15462, 550
735, 532.162368, 543
736, 531.806469, 554
737, 530.982614, 553
738, 530.737698, 526
739, 531.629801, 543
740, 531.654418, 553
741, 530.823588, 547
742, 530.879498, 541
743, 532.126248, 550
744, 532.52995, 536
745, 531.909704, 537
746, 532.177389, 530
747, 531.867564, 541
748, 532.478869, 537
749, 532.364666, 549
750, 531.704426, 541
751, 532.402813, 533
752, 532.646656, 540
753, 532.984734, 542
754, 534.321725, 551
755, 533.359051, 546
756, 532.890439, 547
757, 533.158839, 533
758, 532.575309, 542
759, 531.865835, 543
760, 532.525063, 551
761, 533.369482, 555
762, 532.399893, 544
763, 533.20688, 533
764, 533.005893, 540
765, 532.42135, 537
766, 532.87977, 549
767, 532.114327, 549
768, 532.509565, 551
769, 532.78327, 547
770, 532.909751, 538
771, 533.101439, 543
772, 532.439768, 534
773, 533.78135, 547
774, 532.461822, 544
775, 532.191932, 547
776, 534.451008, 547
777, 533.832848, 549
778, 533.762276, 555
779, 532.973468, 547
780, 533.102036, 550
781, 534.118712, 540
782, 533.689499, 556
783, 533.791065, 555
784, 534.282684, 543
785, 533.899486, 544
786, 533.908904, 554
787, 533.766806, 536
788, 533.832192, 539
789, 534.151912, 537
790, 534.24412, 535
791, 533.739567, 542
792, 533.144891, 532
793, 533.333302, 555
794, 533.087909, 538
795, 533.599317, 556
796, 532.383561, 553
797, 532.763004, 543
798, 534.67983, 548
799, 534.731925, 540
