time (in 10s), voltage_device (mV), voltage_esp (mV)
115, 555.437565, 580
116, 556.46503, 522
117, 556.748688, 538
118, 556.465268, 546
119, 556.989014, 561
120, 556.27358, 587
121, 556.193948, 573
122, 556.109846, 596
123, 555.579603, 585
124, 556.140065, 567
125, 555.776596, 554
126, 556.070745, 556
127, 556.495905, 589
128, 555.951059, 569
129, 556.917012, 567
130, 556.975961, 595
131, 556.580961, 575
132, 556.408882, 571
133, 556.37753, 572
134, 557.158887, 569
135, 556.454539, 534
136, 555.809617, 567
137, 555.863321, 553
138, 555.293083, 547
139, 555.854142, 547
140, 556.141198, 577
141, 555.285692, 556
142, 555.884719, 530
143, 555.670679, 561
144, 556.675673, 550
145, 556.515396, 573
146, 556.234479, 567
147, 556.775212, 556
148, 555.994391, 595
149, 556.111693, 543
150, 555.631518, 551
151, 555.223346, 567
152, 555.128098, 569
153, 555.089295, 543
154, 555.053353, 510
155, 553.860486, 522
156, 554.641366, 546
157, 555.812478, 533
158, 555.21369, 551
159, 555.600345, 528
160, 555.74435, 570
161, 556.047976, 567
162, 556.416333, 550
163, 555.258453, 543
164, 555.824041, 544
165, 555.20469, 547
166, 554.80665, 554
167, 555.766046, 553
168, 555.265725, 570
169, 556.138754, 554
170, 555.799484, 563
171, 556.18751, 591
172, 556.79822, 528
173, 555.792987, 521
174, 555.929601, 570
175, 555.239737, 580
176, 554.51566, 544
177, 554.601848, 551
178, 554.739535, 544
179, 554.788172, 563
180, 554.267824, 546
181, 555.197537, 534
182, 555.418849, 527
183, 555.509508, 582
184, 555.969238, 564
185, 556.143045, 547
186, 556.612253, 569
187, 556.726754, 553
188, 556.166351, 579
189, 556.409657, 577
190, 555.678248, 566
191, 555.89354, 560
192, 555.521369, 531
193, 554.560244, 538
194, 555.630386, 556
195, 555.868089, 593
196, 555.55582, 561
197, 555.750549, 525
198, 555.588901, 553
199, 556.010485, 537
200, 555.786788, 553
201, 555.566847, 569
202, 555.617869, 570
203, 554.800212, 544
204, 554.55333, 540
205, 554.387212, 548
206, 554.858088, 592
207, 554.467559, 595
208, 554.518998, 573
209, 555.24689, 567
210, 554.47489, 576
211, 555.478632, 576
212, 555.573404, 570
213, 555.31925, 556
214, 556.021273, 537
215, 554.950118, 592
216, 555.115044, 543
217, 555.653572, 566
218, 554.871321, 530
219, 554.775238, 547
220, 555.071235, 541
221, 554.786801, 590
222, 555.075645, 559
223, 555.61614, 598
224, 555.885553, 593
225, 556.067467, 598
226, 556.13035, 579
227, 556.439757, 589
228, 556.274474, 554
229, 556.556523, 583
230, 555.954278, 534
231, 555.135071, 560
232, 555.345178, 553
233, 555.399477, 557
234, 555.353105, 550
235, 555.242002, 550
236, 555.596769, 538
237, 555.543184, 576
238, 555.508435, 530
239, 556.165516, 570
240, 556.032002, 579
241, 555.720866, 567
242, 556.244433, 598
243, 555.180609, 561
244, 554.789186, 569
245, 555.340946, 577
246, 554.68154, 567
247, 554.727793, 582
248, 554.773688, 559
249, 554.82775, 566
250, 555.415392, 537
251, 555.445135, 541
252, 555.374384, 541
253, 555.553854, 557
254, 555.261672, 566
255, 554.459512, 570
256, 554.771423, 567
257, 555.45032, 576
258, 554.983974, 537
259, 554.526389, 570
260, 554.647088, 560
261, 554.327846, 570
262, 554.991663, 585
263, 555.258751, 583
264, 555.373013, 570
265, 555.615127, 512
266, 555.456221, 566
267, 555.504858, 583
268, 555.774868, 563
269, 555.598378, 586
270, 555.106759, 553
271, 554.721594, 563
272, 554.857671, 527
273, 555.084765, 545
274, 554.392993, 579
275, 554.260373, 569
276, 554.898024, 527
277, 554.750621, 550
278, 554.977298, 563
279, 555.678904, 582
280, 555.697262, 546
281, 555.299759, 566
282, 554.363608, 579
283, 555.062175, 567
284, 554.428339, 513
285, 554.329097, 534
286, 553.876936, 551
287, 553.36231, 586
288, 553.458989, 547
289, 553.721786, 547
290, 554.154277, 570
291, 554.815292, 573
292, 555.025399, 572
293, 555.370212, 554
294, 555.608511, 567
295, 555.126727, 531
296, 555.511415, 564
297, 554.944336, 522
298, 554.194748, 586
299, 554.624498, 550
300, 554.228723, 579
301, 553.550065, 553
302, 553.453982, 522
303, 553.05022, 554
304, 553.584516, 579
305, 553.352892, 547
306, 554.001212, 563
307, 554.083288, 563
308, 554.075837, 583
309, 554.076254, 550
310, 553.284526, 562
311, 552.771747, 520
312, 553.082526, 547
313, 552.86634, 538
314, 552.450359, 525
315, 552.341282, 513
316, 552.584171, 582
317, 552.917957, 534
318, 553.373277, 564
319, 553.323925, 524
320, 552.669227, 601
321, 553.185701, 561
322, 553.000987, 570
323, 551.84263, 575
324, 552.106261, 582
325, 551.010251, 601
326, 550.189972, 576
327, 546.772003, 590
328, 542.512357, 598
329, 543.894947, 579
330, 544.819176, 573
331, 543.327987, 614
332, 544.15679, 531
333, 544.988453, 564
334, 544.897199, 550
335, 545.815468, 585
336, 545.173287, 564
337, 544.426262, 540
338, 544.225574, 553
339, 545.011103, 598
340, 544.804156, 537
341, 544.829011, 570
342, 544.774771, 583
343, 544.202685, 614
344, 544.475794, 547
345, 544.676185, 570
346, 545.256436, 575
347, 545.009255, 557
348, 544.893622, 550
349, 544.844508, 598
350, 544.897795, 566
351, 545.182467, 537
352, 544.935226, 572
353, 544.754386, 598
354, 543.699205, 556
355, 542.384267, 557
356, 542.736292, 566
357, 543.477952, 546
358, 543.624103, 521
359, 544.829965, 570
360, 544.920444, 563
361, 545.618057, 538
362, 546.735823, 554
363, 547.187805, 564
364, 547.45245, 587
365, 546.261787, 569
366, 546.585679, 560
367, 545.137763, 566
368, 545.018733, 538
369, 545.605779, 522
370, 544.00301, 546
371, 544.604421, 560
372, 543.929577, 543
373, 544.755936, 553
374, 545.332611, 557
375, 544.903278, 567
376, 546.021044, 556
377, 545.049906, 509
378, 545.215309, 557
379, 546.10008, 583
380, 545.829892, 572
381, 545.777738, 544
382, 544.002831, 543
383, 543.993533, 550
384, 544.663966, 550
385, 543.44213, 567
386, 545.436502, 620
387, 544.46137, 586
388, 544.887066, 566
389, 546.569824, 585
390, 545.211852, 553
391, 547.181785, 534
392, 545.276642, 567
393, 545.173824, 598
394, 545.251012, 549
395, 544.446886, 547
396, 546.671212, 561
397, 544.953406, 570
398, 544.645965, 515
399, 545.434415, 569
400, 544.957161, 572
401, 546.480477, 557
402, 545.832694, 544
403, 545.22109, 557
404, 545.963943, 528
405, 545.621455, 593
406, 545.754492, 576
407, 546.968758, 599
408, 546.567023, 534
409, 546.40907, 534
410, 545.869946, 564
411, 546.255589, 595
412, 546.906769, 524
413, 547.928929, 564
414, 547.608614, 577
415, 546.818733, 530
416, 548.470497, 576
417, 547.319531, 570
418, 547.599852, 537
419, 547.306001, 541
420, 546.352863, 576
421, 546.435595, 550
422, 546.060681, 582
423, 546.335042, 547
424, 546.164751, 553
425, 545.812011, 592
426, 545.856714, 566
427, 546.355367, 588
428, 546.724916, 560
429, 547.229111, 551
430, 547.885597, 540
431, 547.697306, 589
432, 547.041297, 573
433, 547.400892, 556
434, 547.052562, 557
435, 547.391891, 544
436, 547.776341, 547
437, 546.109438, 550
438, 547.271669, 547
439, 546.487689, 561
440, 547.620714, 579
441, 547.812164, 569
442, 546.503425, 544
443, 547.806919, 537
444, 546.61113, 534
445, 547.564685, 576
446, 547.527134, 561
447, 546.592891, 580
448, 547.362626, 549
449, 545.746326, 601
450, 546.200931, 590
451, 546.420157, 537
452, 545.75026, 538
453, 547.592878, 524
454, 546.270907, 527
455, 545.878291, 547
456, 547.138333, 572
457, 546.832085, 541
458, 549.396098, 550
459, 547.979236, 551
460, 547.726214, 554
461, 549.702883, 534
462, 548.222482, 585
463, 549.740791, 567
464, 548.828542, 550
465, 549.146056, 573
466, 550.438762, 595
467, 549.119771, 598
468, 551.129639, 553
469, 550.013602, 548
470, 549.820721, 557
471, 550.597727, 572
472, 549.275696, 570
473, 549.349189, 580
474, 548.890352, 530
475, 548.380315, 556
476, 548.280239, 575
477, 547.132969, 547
478, 548.605084, 560
479, 549.229503, 553
480, 548.968375, 556
481, 549.616098, 537
482, 548.720717, 538
483, 548.703134, 563
484, 548.312664, 550
485, 549.017787, 544
486, 548.610449, 587
487, 546.960294, 573
488, 548.201144, 537
489, 547.099233, 576
490, 547.262073, 544
491, 548.286676, 569
492, 547.231376, 559
493, 547.474742, 570
494, 547.788382, 575
495, 547.824383, 522
496, 548.696101, 566
497, 548.716187, 548
498, 547.654629, 569
499, 547.414482, 560
500, 546.749294, 593
501, 546.883166, 590
502, 546.649396, 567
503, 546.434283, 540
504, 545.515656, 578
505, 545.875847, 566
506, 546.564043, 591
507, 547.159791, 595
508, 548.777044, 569
509, 547.263503, 567
510, 547.818542, 567
511, 547.142684, 586
512, 548.003972, 588
513, 548.114717, 541
514, 546.77695, 573
515, 547.662675, 538
516, 546.019137, 548
517, 546.260059, 537
518, 547.155619, 525
519, 546.736598, 551
520, 547.491193, 570
521, 546.997666, 554
522, 546.967506, 530
523, 548.755646, 564
524, 548.707604, 573
525, 548.294067, 569
526, 548.348486, 553
527, 547.637701, 543
528, 548.311234, 567
529, 547.800601, 566
530, 547.866642, 589
531, 547.484636, 566
532, 546.545148, 524
533, 547.443628, 543
534, 547.497451, 579
535, 548.195064, 547
536, 547.719121, 544
537, 547.443926, 541
538, 548.657477, 577
539, 548.170388, 532
540, 548.194587, 573
541, 547.936082, 592
542, 547.789812, 540
543, 547.826171, 566
544, 546.974957, 559
545, 547.572434, 601
546, 548.547804, 566
547, 547.123134, 553
548, 547.728002, 563
549, 547.798812, 559
550, 546.755314, 575
551, 547.405243, 544
552, 547.940969, 576
553, 548.233211, 566
554, 546.571136, 556
555, 545.68404, 580
556, 546.420991, 528
557, 546.385884, 551
558, 547.541916, 538
559, 547.6408, 540
560, 546.797752, 574
561, 547.316968, 534
562, 547.508955, 573
563, 547.364712, 544
564, 547.484756, 596
565, 546.996593, 570
566, 547.542572, 556
567, 547.157943, 547
568, 547.728837, 563
569, 548.325479, 577
570, 547.484696, 557
571, 548.378348, 547
572, 547.699988, 567
573, 547.928333, 570
574, 547.891915, 572
575, 547.661602, 560
576, 547.813058, 540
577, 547.145844, 563
578, 547.317803, 551
579, 548.015118, 593
580, 548.282743, 561
581, 547.811389, 563
582, 548.63584, 550
583, 547.924757, 592
584, 547.677338, 544
585, 549.081862, 567
586, 548.261106, 564
587, 547.86706, 573
588, 548.263133, 569
589, 547.561705, 544
590, 547.652066, 566
591, 547.668576, 556
592, 547.54132, 540
593, 548.409045, 550
594, 548.143029, 528
595, 548.785448, 548
596, 549.294055, 532
597, 548.547029, 507
598, 549.895525, 579
599, 548.689961, 563
600, 548.745334, 572
601, 548.473775, 538
602, 548.407435, 575
603, 549.013257, 585
604, 547.558129, 547
605, 548.437417, 590
606, 548.878908, 595
607, 548.503041, 557
608, 550.037086, 537
609, 549.592555, 588
610, 549.451292, 559
611, 550.09383, 579
612, 549.700379, 559
613, 550.567865, 601
614, 549.672961, 547
615, 549.234211, 547
616, 549.967349, 544
617, 548.428833, 557
618, 549.367845, 531
619, 549.109578, 582
620, 549.452364, 522
621, 550.379038, 535
622, 550.074458, 566
623, 551.562607, 592
624, 550.704479, 527
625, 550.677299, 534
626, 550.912142, 595
627, 550.261915, 567
628, 550.379276, 586
629, 549.941301, 567
630, 549.032331, 545
631, 549.175441, 528
632, 548.723519, 540
633, 549.080551, 569
634, 549.239874, 521
635, 549.354315, 528
636, 550.856709, 534
637, 549.329162, 538
638, 550.39537, 560
639, 551.249206, 557
640, 551.27573, 554
641, 552.04457, 569
642, 550.859749, 606
643, 550.74805, 598
644, 550.245702, 545
645, 550.953925, 542
646, 551.15962, 589
647, 550.703764, 580
648, 550.99225, 553
649, 550.964653, 585
650, 551.680982, 554
651, 551.12952, 556
652, 551.667154, 521
653, 552.479923, 588
654, 550.826132, 541
655, 550.492346, 557
656, 550.982952, 567
657, 550.964177, 554
658, 551.112771, 509
659, 549.998462, 551
660, 550.687075, 543
661, 550.605953, 567
662, 550.809264, 563
663, 552.420318, 537
664, 551.363707, 554
665, 552.388012, 553
666, 552.849352, 581
667, 551.657319, 583
668, 552.930951, 566
669, 552.685678, 556
670, 553.477764, 557
671, 553.381681, 579
672, 552.493334, 535
673, 553.928912, 530
674, 552.772582, 577
675, 552.603066, 567
676, 553.601325, 554
677, 552.588582, 557
678, 553.610981, 567
679, 553.538978, 543
680, 553.196967, 561
681, 553.490758, 570
682, 552.488923, 532
683, 553.394556, 538
684, 552.11997, 567
685, 552.201927, 576
686, 553.138971, 556
687, 551.423848, 589
688, 552.416801, 547
689, 552.937686, 579
690, 552.574098, 522
691, 552.976489, 587
692, 553.195596, 544
693, 553.550482, 532
694, 552.88434, 587
695, 553.46179, 543
696, 553.839982, 547
697, 552.966177, 516
698, 552.684367, 567
699, 553.108513, 550
700, 552.551389, 544
701, 552.842736, 537
702, 553.288221, 538
703, 554.167449, 537
704, 554.421127, 563
705, 554.149806, 566
706, 554.453671, 550
707, 553.703487, 544
708, 553.669989, 569
709, 553.471029, 547
710, 553.683698, 543
711, 553.11662, 503
712, 552.764773, 567
713, 552.873135, 573
714, 552.511275, 607
715, 552.704036, 547
716, 553.252578, 531
717, 553.732574, 574
718, 553.797603, 554
719, 553.952813, 570
720, 554.775357, 550
721, 554.927766, 580
722, 555.172026, 586
723, 555.293679, 586
724, 554.428279, 537
725, 555.192173, 557
726, 555.551291, 592
727, 555.548728, 593
728, 555.862248, 586
729, 555.427372, 559
730, 556.261361, 521
731, 555.743754, 543
732, 554.393053, 576
733, 556.29915, 546
734, 556.124628, 537
735, 555.033445, 538
736, 555.068552, 540
737, 554.429889, 535
738, 554.946184, 572
739, 555.039763, 544
740, 555.293977, 589
741, 555.963397, 478
742, 555.433333, 582
743, 556.44989, 566
744, 556.621432, 535
745, 556.230009, 540
746, 556.086659, 573
747, 555.415094, 550
748, 556.034803, 599
749, 555.855274, 547
750, 555.104494, 569
751, 555.524826, 569
752, 555.005431, 547
753, 555.370152, 610
754, 555.671394, 541
755, 554.519236, 557
756, 555.566728, 554
757, 555.79555, 557
758, 555.611491, 556
759, 556.304693, 538
760, 556.025505, 585
761, 556.331813, 586
762, 555.583417, 575
763, 555.779457, 570
764, 556.998074, 553
765, 556.204557, 582
766, 556.176722, 557
767, 556.822598, 569
768, 556.518078, 535
769, 557.123899, 540
770, 557.497442, 575
771, 557.703435, 553
772, 557.604074, 556
773, 557.066798, 545
774, 557.141006, 577
775, 557.370722, 519
776, 556.62936, 553
777, 556.790531, 550
778, 557.006955, 566
779, 556.172073, 529
780, 556.406438, 585
781, 556.155026, 541
782, 556.400537, 537
783, 556.790769, 457
784, 556.424141, 576
785, 556.581795, 560
786, 557.220399, 548
787, 557.174563, 573
788, 556.83589, 587
789, 557.030737, 560
790, 556.930482, 544
791, 557.047307, 593
792, 556.352854, 532
793, 557.049096, 617
794, 557.453871, 573
795, 556.606948, 550
796, 557.181537, 550
797, 556.686699, 547
798, 556.404531, 540
