time (in 10s), voltage_device (mV), voltage_esp (mV)
573, 549.55852, 567
574, 547.100484, 569
575, 547.319889, 572
576, 547.877073, 551
577, 548.13695, 555
578, 548.645675, 559
579, 547.082365, 557
580, 547.723889, 563
581, 546.889782, 559
582, 547.11169, 571
583, 548.577011, 579
584, 548.064828, 566
585, 548.929274, 561
586, 547.826946, 558
587, 547.530591, 559
588, 547.795236, 548
589, 547.680914, 556
590, 548.476577, 559
591, 547.634482, 565
592, 547.048032, 574
593, 546.740115, 564
594, 546.524227, 564
595, 546.875, 557
596, 546.835005, 559
597, 546.899915, 552
598, 547.311187, 554
599, 548.460424, 561
600, 549.230933, 568
601, 549.392939, 573
602, 550.079226, 578
603, 549.356461, 561
604, 549.330413, 569
605, 548.477769, 560
606, 547.917783, 561
607, 548.478127, 552
608, 547.080338, 555
609, 548.174918, 563
610, 548.761308, 568
611, 549.397945, 564
612, 550.931036, 572
613, 549.447656, 573
614, 549.950063, 569
615, 549.768329, 555
616, 549.595118, 554
617, 551.278889, 559
618, 548.80774, 562
619, 548.541963, 560
620, 549.262941, 566
621, 547.763228, 574
622, 549.397349, 574
623, 548.793733, 562
624, 548.766375, 561
625, 549.558461, 560
626, 547.982693, 562
627, 549.52234, 551
628, 549.74103, 552
629, 550.233424, 552
630, 550.720036, 567
631, 550.153971, 560
632, 551.250219, 576
633, 549.849272, 573
634, 550.391674, 561
635, 549.840689, 567
636, 548.654795, 556
637, 549.946189, 557
638, 549.136817, 550
639, 551.016212, 554
640, 551.492691, 563
641, 549.945176, 563
642, 551.36627, 567
643, 549.92944, 569
644, 550.107181, 566
645, 550.744057, 567
646, 549.127996, 563
647, 549.871206, 557
648, 549.026728, 550
649, 549.079478, 558
650, 550.709665, 557
651, 550.411224, 565
652, 551.699877, 566
653, 551.187038, 572
654, 551.509678, 565
655, 552.680552, 563
656, 551.711321, 558
657, 552.459598, 548
658, 550.995052, 550
659, 550.647914, 564
660, 550.716698, 560
661, 550.195158, 560
662, 551.216185, 563
663, 549.729407, 570
664, 549.525499, 582
665, 550.690711, 567
666, 550.218463, 560
667, 550.963342, 562
668, 550.757885, 553
669, 550.515711, 558
670, 551.311314, 562
671, 550.736904, 576
672, 550.621033, 573
673, 550.101936, 571
674, 549.722731, 563
675, 548.731327, 566
676, 548.62839, 557
677, 549.702764, 555
678, 550.614119, 555
679, 551.49442, 557
680, 550.700486, 575
681, 551.674068, 546
682, 551.727593, 571
683, 551.616251, 572
684, 553.32154, 556
685, 551.700771, 559
686, 550.692379, 562
687, 550.115645, 552
688, 549.853802, 560
689, 551.362574, 555
690, 550.479591, 568
691, 550.373912, 569
692, 551.267445, 572
693, 551.223099, 574
694, 552.811861, 563
695, 552.957177, 561
696, 553.147018, 563
697, 553.742945, 547
698, 553.073227, 554
699, 553.773642, 560
700, 552.826166, 563
701, 553.532958, 576
702, 552.892447, 566
703, 552.26922, 574
704, 552.744925, 566
705, 551.284373, 557
706, 552.188873, 562
707, 552.2753, 559
708, 551.317453, 546
709, 552.266777, 562
710, 551.073432, 558
711, 551.458597, 569
712, 552.320838, 561
713, 550.799787, 567
714, 551.444411, 567
715, 550.621748, 561
716, 550.033927, 554
717, 551.651716, 552
718, 550.059557, 550
719, 550.590038, 560
720, 550.904155, 561
721, 550.744474, 568
722, 552.979946, 571
723, 551.433563, 571
724, 551.701725, 566
725, 552.25122, 561
726, 551.701784, 560
727, 552.684784, 553
728, 551.587164, 554
729, 551.322162, 559
730, 551.359713, 561
731, 550.041258, 561
732, 550.525069, 570
733, 549.989104, 572
734, 549.70181, 565
735, 550.062239, 566
736, 549.8299, 565
737, 550.661564, 565
738, 550.266504, 554
739, 550.566018, 560
740, 550.76623, 565
741, 550.034404, 565
742, 550.777018, 560
743, 549.91591, 567
744, 549.838424, 567
745, 550.47071, 564
746, 549.445331, 556
747, 549.57509, 554
748, 549.419701, 552
749, 550.165534, 562
750, 551.291704, 562
751, 551.388681, 566
752, 551.71138, 567
753, 552.008629, 574
754, 551.848054, 558
755, 552.201271, 556
756, 551.687002, 563
757, 551.01341, 557
758, 550.954401, 550
759, 550.719261, 553
760, 550.692558, 568
761, 550.172865, 559
762, 550.597191, 577
763, 550.147951, 571
764, 550.330877, 566
765, 550.281465, 567
766, 550.474703, 559
767, 551.643372, 558
768, 551.337719, 547
769, 551.113963, 553
770, 550.118864, 554
771, 549.692929, 562
772, 550.008655, 575
773, 550.334156, 571
774, 549.458921, 563
775, 547.962725, 558
776, 549.181938, 552
777, 550.224245, 563
778, 549.788713, 560
779, 550.782442, 553
780, 550.697863, 562
781, 550.549567, 568
782, 551.463187, 567
783, 550.486565, 573
784, 550.613701, 562
785, 550.587356, 562
786, 549.802125, 563
787, 550.256968, 555
788, 548.841536, 558
789, 549.922884, 556
790, 550.647616, 559
791, 549.170971, 564
792, 550.501049, 561
793, 550.128579, 578
794, 550.881624, 561
795, 551.114678, 561
796, 550.390482, 562
797, 551.217675, 563
798, 549.732327, 552
